Temps,A,B,AB,ABA,ABAB
548.3,0.5,0.5,1.87697e-10,7.10967e-11,1.7236e-11
548.4,0.5,0.5,1.86993e-10,7.08302e-11,1.71714e-11
548.5,0.5,0.5,1.86292e-10,7.05647e-11,1.71071e-11
548.6,0.5,0.5,1.85594e-10,7.03001e-11,1.70429e-11
548.7,0.5,0.5,1.84898e-10,7.00366e-11,1.6979e-11
548.8,0.5,0.5,1.84205e-10,6.97741e-11,1.69154e-11
548.9,0.5,0.5,1.83515e-10,6.95125e-11,1.6852e-11
549,0.5,0.5,1.82827e-10,6.92519e-11,1.67888e-11
549.1,0.5,0.5,1.82141e-10,6.89923e-11,1.67259e-11
549.2,0.5,0.5,1.81459e-10,6.87337e-11,1.66632e-11
549.3,0.5,0.5,1.80778e-10,6.8476e-11,1.66007e-11
549.4,0.5,0.5,1.80101e-10,6.82193e-11,1.65385e-11
549.5,0.5,0.5,1.79426e-10,6.79636e-11,1.64765e-11
549.6,0.5,0.5,1.78753e-10,6.77088e-11,1.64147e-11
549.7,0.5,0.5,1.78083e-10,6.7455e-11,1.63532e-11
549.8,0.5,0.5,1.77415e-10,6.72021e-11,1.62919e-11
549.9,0.5,0.5,1.7675e-10,6.69502e-11,1.62308e-11
550,0.5,0.5,1.76088e-10,6.66992e-11,1.617e-11
550.1,0.5,0.5,1.75427e-10,6.64492e-11,1.61093e-11
550.2,0.5,0.5,1.7477e-10,6.62001e-11,1.6049e-11
550.3,0.5,0.5,1.74115e-10,6.5952e-11,1.59888e-11
550.4,0.5,0.5,1.73462e-10,6.57047e-11,1.59289e-11
550.5,0.5,0.5,1.72812e-10,6.54584e-11,1.58691e-11
550.6,0.5,0.5,1.72164e-10,6.5213e-11,1.58097e-11
550.7,0.5,0.5,1.71519e-10,6.49686e-11,1.57504e-11
550.8,0.5,0.5,1.70876e-10,6.4725e-11,1.56913e-11
550.9,0.5,0.5,1.70235e-10,6.44824e-11,1.56325e-11
551,0.5,0.5,1.69597e-10,6.42407e-11,1.55739e-11
551.1,0.5,0.5,1.68961e-10,6.39998e-11,1.55155e-11
551.2,0.5,0.5,1.68328e-10,6.37599e-11,1.54574e-11
551.3,0.5,0.5,1.67697e-10,6.35209e-11,1.53994e-11
551.4,0.5,0.5,1.67068e-10,6.32828e-11,1.53417e-11
551.5,0.5,0.5,1.66442e-10,6.30456e-11,1.52842e-11
551.6,0.5,0.5,1.65818e-10,6.28092e-11,1.52269e-11
551.7,0.5,0.5,1.65196e-10,6.25738e-11,1.51698e-11
551.8,0.5,0.5,1.64577e-10,6.23392e-11,1.5113e-11
551.9,0.5,0.5,1.6396e-10,6.21055e-11,1.50563e-11
552,0.5,0.5,1.63345e-10,6.18727e-11,1.49999e-11
552.1,0.5,0.5,1.62733e-10,6.16408e-11,1.49436e-11
552.2,0.5,0.5,1.62123e-10,6.14097e-11,1.48876e-11
552.3,0.5,0.5,1.61515e-10,6.11795e-11,1.48318e-11
552.4,0.5,0.5,1.6091e-10,6.09501e-11,1.47762e-11
552.5,0.5,0.5,1.60307e-10,6.07217e-11,1.47208e-11
552.6,0.5,0.5,1.59706e-10,6.0494e-11,1.46656e-11
552.7,0.5,0.5,1.59107e-10,6.02673e-11,1.46107e-11
552.8,0.5,0.5,1.58511e-10,6.00413e-11,1.45559e-11
552.9,0.5,0.5,1.57916e-10,5.98163e-11,1.45013e-11
553,0.5,0.5,1.57324e-10,5.9592e-11,1.4447e-11
553.1,0.5,0.5,1.56735e-10,5.93686e-11,1.43928e-11
553.2,0.5,0.5,1.56147e-10,5.91461e-11,1.43388e-11
553.3,0.5,0.5,1.55562e-10,5.89244e-11,1.42851e-11
553.4,0.5,0.5,1.54979e-10,5.87035e-11,1.42315e-11
553.5,0.5,0.5,1.54398e-10,5.84834e-11,1.41782e-11
553.6,0.5,0.5,1.53819e-10,5.82642e-11,1.4125e-11
553.7,0.5,0.5,1.53242e-10,5.80458e-11,1.40721e-11
553.8,0.5,0.5,1.52668e-10,5.78282e-11,1.40193e-11
553.9,0.5,0.5,1.52095e-10,5.76114e-11,1.39668e-11
554,0.5,0.5,1.51525e-10,5.73954e-11,1.39144e-11
554.1,0.5,0.5,1.50957e-10,5.71803e-11,1.38623e-11
554.2,0.5,0.5,1.50391e-10,5.69659e-11,1.38103e-11
554.3,0.5,0.5,1.49828e-10,5.67524e-11,1.37585e-11
554.4,0.5,0.5,1.49266e-10,5.65396e-11,1.3707e-11
554.5,0.5,0.5,1.48706e-10,5.63277e-11,1.36556e-11
554.6,0.5,0.5,1.48149e-10,5.61165e-11,1.36044e-11
554.7,0.5,0.5,1.47594e-10,5.59061e-11,1.35534e-11
554.8,0.5,0.5,1.4704e-10,5.56966e-11,1.35026e-11
554.9,0.5,0.5,1.46489e-10,5.54878e-11,1.3452e-11
555,0.5,0.5,1.4594e-10,5.52798e-11,1.34015e-11
555.1,0.5,0.5,1.45393e-10,5.50726e-11,1.33513e-11
555.2,0.5,0.5,1.44848e-10,5.48661e-11,1.33012e-11
555.3,0.5,0.5,1.44305e-10,5.46604e-11,1.32514e-11
555.4,0.5,0.5,1.43764e-10,5.44555e-11,1.32017e-11
555.5,0.5,0.5,1.43225e-10,5.42514e-11,1.31522e-11
555.6,0.5,0.5,1.42688e-10,5.4048e-11,1.31029e-11
555.7,0.5,0.5,1.42153e-10,5.38454e-11,1.30538e-11
555.8,0.5,0.5,1.4162e-10,5.36436e-11,1.30049e-11
555.9,0.5,0.5,1.41089e-10,5.34425e-11,1.29561e-11
556,0.5,0.5,1.4056e-10,5.32421e-11,1.29075e-11
556.1,0.5,0.5,1.40034e-10,5.30425e-11,1.28592e-11
556.2,0.5,0.5,1.39509e-10,5.28437e-11,1.28109e-11
556.3,0.5,0.5,1.38986e-10,5.26456e-11,1.27629e-11
556.4,0.5,0.5,1.38465e-10,5.24483e-11,1.27151e-11
556.5,0.5,0.5,1.37946e-10,5.22516e-11,1.26674e-11
556.6,0.5,0.5,1.37428e-10,5.20558e-11,1.26199e-11
556.7,0.5,0.5,1.36913e-10,5.18606e-11,1.25726e-11
556.8,0.5,0.5,1.364e-10,5.16662e-11,1.25255e-11
556.9,0.5,0.5,1.35889e-10,5.14725e-11,1.24785e-11
557,0.5,0.5,1.35379e-10,5.12796e-11,1.24318e-11
557.1,0.5,0.5,1.34872e-10,5.10873e-11,1.23852e-11
557.2,0.5,0.5,1.34366e-10,5.08958e-11,1.23387e-11
557.3,0.5,0.5,1.33863e-10,5.0705e-11,1.22925e-11
557.4,0.5,0.5,1.33361e-10,5.0515e-11,1.22464e-11
557.5,0.5,0.5,1.32861e-10,5.03256e-11,1.22005e-11
557.6,0.5,0.5,1.32363e-10,5.01369e-11,1.21547e-11
557.7,0.5,0.5,1.31867e-10,4.9949e-11,1.21092e-11
557.8,0.5,0.5,1.31372e-10,4.97618e-11,1.20638e-11
557.9,0.5,0.5,1.3088e-10,4.95752e-11,1.20186e-11
558,0.5,0.5,1.30389e-10,4.93894e-11,1.19735e-11
558.1,0.5,0.5,1.299e-10,4.92042e-11,1.19286e-11
558.2,0.5,0.5,1.29413e-10,4.90198e-11,1.18839e-11
558.3,0.5,0.5,1.28928e-10,4.8836e-11,1.18394e-11
558.4,0.5,0.5,1.28445e-10,4.86529e-11,1.1795e-11
558.5,0.5,0.5,1.27963e-10,4.84706e-11,1.17508e-11
558.6,0.5,0.5,1.27484e-10,4.82889e-11,1.17067e-11
558.7,0.5,0.5,1.27006e-10,4.81078e-11,1.16628e-11
558.8,0.5,0.5,1.2653e-10,4.79275e-11,1.16191e-11
558.9,0.5,0.5,1.26055e-10,4.77478e-11,1.15756e-11
559,0.5,0.5,1.25583e-10,4.75688e-11,1.15322e-11
559.1,0.5,0.5,1.25112e-10,4.73905e-11,1.14889e-11
559.2,0.5,0.5,1.24643e-10,4.72129e-11,1.14459e-11
559.3,0.5,0.5,1.24176e-10,4.70359e-11,1.1403e-11
559.4,0.5,0.5,1.2371e-10,4.68596e-11,1.13602e-11
559.5,0.5,0.5,1.23247e-10,4.66839e-11,1.13176e-11
559.6,0.5,0.5,1.22785e-10,4.65089e-11,1.12752e-11
559.7,0.5,0.5,1.22324e-10,4.63346e-11,1.12329e-11
559.8,0.5,0.5,1.21866e-10,4.61609e-11,1.11908e-11
559.9,0.5,0.5,1.21409e-10,4.59878e-11,1.11489e-11
560,0.5,0.5,1.20954e-10,4.58154e-11,1.11071e-11
560.1,0.5,0.5,1.205e-10,4.56437e-11,1.10654e-11
560.2,0.5,0.5,1.20049e-10,4.54726e-11,1.1024e-11
560.3,0.5,0.5,1.19599e-10,4.53021e-11,1.09826e-11
560.4,0.5,0.5,1.1915e-10,4.51323e-11,1.09415e-11
560.5,0.5,0.5,1.18704e-10,4.49631e-11,1.09004e-11
560.6,0.5,0.5,1.18259e-10,4.47945e-11,1.08596e-11
560.7,0.5,0.5,1.17815e-10,4.46266e-11,1.08189e-11
560.8,0.5,0.5,1.17374e-10,4.44593e-11,1.07783e-11
560.9,0.5,0.5,1.16934e-10,4.42927e-11,1.07379e-11
561,0.5,0.5,1.16495e-10,4.41266e-11,1.06977e-11
561.1,0.5,0.5,1.16059e-10,4.39612e-11,1.06576e-11
561.2,0.5,0.5,1.15624e-10,4.37964e-11,1.06176e-11
561.3,0.5,0.5,1.1519e-10,4.36322e-11,1.05778e-11
561.4,0.5,0.5,1.14758e-10,4.34687e-11,1.05382e-11
561.5,0.5,0.5,1.14328e-10,4.33057e-11,1.04986e-11
561.6,0.5,0.5,1.139e-10,4.31434e-11,1.04593e-11
561.7,0.5,0.5,1.13473e-10,4.29817e-11,1.04201e-11
561.8,0.5,0.5,1.13047e-10,4.28205e-11,1.0381e-11
561.9,0.5,0.5,1.12623e-10,4.266e-11,1.03421e-11
562,0.5,0.5,1.12201e-10,4.25001e-11,1.03033e-11
562.1,0.5,0.5,1.11781e-10,4.23408e-11,1.02647e-11
562.2,0.5,0.5,1.11362e-10,4.2182e-11,1.02262e-11
562.3,0.5,0.5,1.10944e-10,4.20239e-11,1.01879e-11
562.4,0.5,0.5,1.10528e-10,4.18664e-11,1.01497e-11
562.5,0.5,0.5,1.10114e-10,4.17094e-11,1.01117e-11
562.6,0.5,0.5,1.09701e-10,4.15531e-11,1.00738e-11
562.7,0.5,0.5,1.0929e-10,4.13973e-11,1.0036e-11
562.8,0.5,0.5,1.0888e-10,4.12421e-11,9.99837e-12
562.9,0.5,0.5,1.08472e-10,4.10875e-11,9.96089e-12
563,0.5,0.5,1.08065e-10,4.09335e-11,9.92355e-12
563.1,0.5,0.5,1.0766e-10,4.07801e-11,9.88635e-12
563.2,0.5,0.5,1.07257e-10,4.06272e-11,9.84929e-12
563.3,0.5,0.5,1.06855e-10,4.04749e-11,9.81237e-12
563.4,0.5,0.5,1.06454e-10,4.03232e-11,9.77558e-12
563.5,0.5,0.5,1.06055e-10,4.0172e-11,9.73894e-12
563.6,0.5,0.5,1.05657e-10,4.00214e-11,9.70243e-12
563.7,0.5,0.5,1.05261e-10,3.98714e-11,9.66606e-12
563.8,0.5,0.5,1.04867e-10,3.97219e-11,9.62982e-12
563.9,0.5,0.5,1.04474e-10,3.9573e-11,9.59372e-12
564,0.5,0.5,1.04082e-10,3.94247e-11,9.55776e-12
564.1,0.5,0.5,1.03692e-10,3.92769e-11,9.52193e-12
564.2,0.5,0.5,1.03303e-10,3.91296e-11,9.48624e-12
564.3,0.5,0.5,1.02916e-10,3.8983e-11,9.45067e-12
564.4,0.5,0.5,1.0253e-10,3.88368e-11,9.41525e-12
564.5,0.5,0.5,1.02146e-10,3.86912e-11,9.37995e-12
564.6,0.5,0.5,1.01763e-10,3.85462e-11,9.34479e-12
564.7,0.5,0.5,1.01381e-10,3.84017e-11,9.30976e-12
564.8,0.5,0.5,1.01001e-10,3.82577e-11,9.27486e-12
564.9,0.5,0.5,1.00623e-10,3.81143e-11,9.24009e-12
565,0.5,0.5,1.00245e-10,3.79714e-11,9.20545e-12
565.1,0.5,0.5,9.98697e-11,3.78291e-11,9.17094e-12
565.2,0.5,0.5,9.94953e-11,3.76873e-11,9.13657e-12
565.3,0.5,0.5,9.91223e-11,3.7546e-11,9.10232e-12
565.4,0.5,0.5,9.87508e-11,3.74053e-11,9.06819e-12
565.5,0.5,0.5,9.83806e-11,3.7265e-11,9.0342e-12
565.6,0.5,0.5,9.80118e-11,3.71253e-11,9.00033e-12
565.7,0.5,0.5,9.76444e-11,3.69862e-11,8.96659e-12
565.8,0.5,0.5,9.72783e-11,3.68475e-11,8.93298e-12
565.9,0.5,0.5,9.69137e-11,3.67094e-11,8.89949e-12
566,0.5,0.5,9.65504e-11,3.65718e-11,8.86613e-12
566.1,0.5,0.5,9.61884e-11,3.64347e-11,8.8329e-12
566.2,0.5,0.5,9.58278e-11,3.62981e-11,8.79979e-12
566.3,0.5,0.5,9.54686e-11,3.6162e-11,8.7668e-12
566.4,0.5,0.5,9.51107e-11,3.60265e-11,8.73393e-12
566.5,0.5,0.5,9.47542e-11,3.58914e-11,8.70119e-12
566.6,0.5,0.5,9.4399e-11,3.57569e-11,8.66857e-12
566.7,0.5,0.5,9.40451e-11,3.56228e-11,8.63608e-12
566.8,0.5,0.5,9.36926e-11,3.54893e-11,8.60371e-12
566.9,0.5,0.5,9.33414e-11,3.53563e-11,8.57145e-12
567,0.5,0.5,9.29914e-11,3.52237e-11,8.53932e-12
567.1,0.5,0.5,9.26429e-11,3.50917e-11,8.50731e-12
567.2,0.5,0.5,9.22956e-11,3.49601e-11,8.47542e-12
567.3,0.5,0.5,9.19496e-11,3.48291e-11,8.44365e-12
567.4,0.5,0.5,9.16049e-11,3.46985e-11,8.41199e-12
567.5,0.5,0.5,9.12615e-11,3.45684e-11,8.38046e-12
567.6,0.5,0.5,9.09194e-11,3.44389e-11,8.34904e-12
567.7,0.5,0.5,9.05785e-11,3.43098e-11,8.31775e-12
567.8,0.5,0.5,9.0239e-11,3.41811e-11,8.28657e-12
567.9,0.5,0.5,8.99007e-11,3.4053e-11,8.2555e-12
568,0.5,0.5,8.95637e-11,3.39253e-11,8.22455e-12
568.1,0.5,0.5,8.9228e-11,3.37982e-11,8.19372e-12
568.2,0.5,0.5,8.88935e-11,3.36715e-11,8.16301e-12
568.3,0.5,0.5,8.85602e-11,3.35452e-11,8.13241e-12
568.4,0.5,0.5,8.82283e-11,3.34195e-11,8.10192e-12
568.5,0.5,0.5,8.78975e-11,3.32942e-11,8.07155e-12
568.6,0.5,0.5,8.7568e-11,3.31694e-11,8.04129e-12
568.7,0.5,0.5,8.72398e-11,3.30451e-11,8.01115e-12
568.8,0.5,0.5,8.69127e-11,3.29212e-11,7.98112e-12
568.9,0.5,0.5,8.65869e-11,3.27978e-11,7.9512e-12
569,0.5,0.5,8.62623e-11,3.26748e-11,7.92139e-12
569.1,0.5,0.5,8.5939e-11,3.25523e-11,7.8917e-12
569.2,0.5,0.5,8.56168e-11,3.24303e-11,7.86211e-12
569.3,0.5,0.5,8.52958e-11,3.23087e-11,7.83264e-12
569.4,0.5,0.5,8.49761e-11,3.21876e-11,7.80328e-12
569.5,0.5,0.5,8.46575e-11,3.2067e-11,7.77403e-12
569.6,0.5,0.5,8.43402e-11,3.19468e-11,7.74488e-12
569.7,0.5,0.5,8.4024e-11,3.1827e-11,7.71585e-12
569.8,0.5,0.5,8.37091e-11,3.17077e-11,7.68693e-12
569.9,0.5,0.5,8.33953e-11,3.15888e-11,7.65811e-12
570,0.5,0.5,8.30826e-11,3.14704e-11,7.6294e-12
570.1,0.5,0.5,8.27712e-11,3.13524e-11,7.6008e-12
570.2,0.5,0.5,8.24609e-11,3.12349e-11,7.57231e-12
570.3,0.5,0.5,8.21518e-11,3.11178e-11,7.54392e-12
570.4,0.5,0.5,8.18438e-11,3.10012e-11,7.51564e-12
570.5,0.5,0.5,8.1537e-11,3.0885e-11,7.48747e-12
570.6,0.5,0.5,8.12314e-11,3.07692e-11,7.4594e-12
570.7,0.5,0.5,8.09268e-11,3.06538e-11,7.43144e-12
570.8,0.5,0.5,8.06235e-11,3.05389e-11,7.40358e-12
570.9,0.5,0.5,8.03212e-11,3.04244e-11,7.37583e-12
571,0.5,0.5,8.00201e-11,3.03104e-11,7.34818e-12
571.1,0.5,0.5,7.97202e-11,3.01968e-11,7.32063e-12
571.2,0.5,0.5,7.94213e-11,3.00836e-11,7.29319e-12
571.3,0.5,0.5,7.91236e-11,2.99708e-11,7.26585e-12
571.4,0.5,0.5,7.8827e-11,2.98584e-11,7.23861e-12
571.5,0.5,0.5,7.85315e-11,2.97465e-11,7.21148e-12
571.6,0.5,0.5,7.82371e-11,2.9635e-11,7.18444e-12
571.7,0.5,0.5,7.79438e-11,2.95239e-11,7.15751e-12
571.8,0.5,0.5,7.76516e-11,2.94132e-11,7.13068e-12
571.9,0.5,0.5,7.73605e-11,2.9303e-11,7.10395e-12
572,0.5,0.5,7.70705e-11,2.91931e-11,7.07732e-12
572.1,0.5,0.5,7.67816e-11,2.90837e-11,7.05079e-12
572.2,0.5,0.5,7.64938e-11,2.89747e-11,7.02436e-12
572.3,0.5,0.5,7.6207e-11,2.8866e-11,6.99802e-12
572.4,0.5,0.5,7.59214e-11,2.87578e-11,6.97179e-12
572.5,0.5,0.5,7.56368e-11,2.865e-11,6.94566e-12
572.6,0.5,0.5,7.53532e-11,2.85426e-11,6.91962e-12
572.7,0.5,0.5,7.50707e-11,2.84356e-11,6.89368e-12
572.8,0.5,0.5,7.47893e-11,2.8329e-11,6.86784e-12
572.9,0.5,0.5,7.4509e-11,2.82228e-11,6.84209e-12
573,0.5,0.5,7.42297e-11,2.8117e-11,6.81644e-12
573.1,0.5,0.5,7.39514e-11,2.80116e-11,6.79089e-12
573.2,0.5,0.5,7.36742e-11,2.79066e-11,6.76543e-12
573.3,0.5,0.5,7.3398e-11,2.7802e-11,6.74007e-12
573.4,0.5,0.5,7.31228e-11,2.76978e-11,6.71481e-12
573.5,0.5,0.5,7.28487e-11,2.7594e-11,6.68963e-12
573.6,0.5,0.5,7.25756e-11,2.74905e-11,6.66456e-12
573.7,0.5,0.5,7.23036e-11,2.73875e-11,6.63957e-12
573.8,0.5,0.5,7.20325e-11,2.72848e-11,6.61468e-12
573.9,0.5,0.5,7.17625e-11,2.71825e-11,6.58989e-12
574,0.5,0.5,7.14935e-11,2.70806e-11,6.56518e-12
574.1,0.5,0.5,7.12255e-11,2.69791e-11,6.54057e-12
574.2,0.5,0.5,7.09585e-11,2.6878e-11,6.51605e-12
574.3,0.5,0.5,7.06925e-11,2.67772e-11,6.49163e-12
574.4,0.5,0.5,7.04275e-11,2.66768e-11,6.46729e-12
574.5,0.5,0.5,7.01635e-11,2.65768e-11,6.44305e-12
574.6,0.5,0.5,6.99005e-11,2.64772e-11,6.4189e-12
574.7,0.5,0.5,6.96384e-11,2.6378e-11,6.39483e-12
574.8,0.5,0.5,6.93774e-11,2.62791e-11,6.37086e-12
574.9,0.5,0.5,6.91173e-11,2.61806e-11,6.34698e-12
575,0.5,0.5,6.88582e-11,2.60824e-11,6.32319e-12
575.1,0.5,0.5,6.86001e-11,2.59846e-11,6.29948e-12
575.2,0.5,0.5,6.83429e-11,2.58872e-11,6.27587e-12
575.3,0.5,0.5,6.80867e-11,2.57902e-11,6.25234e-12
575.4,0.5,0.5,6.78315e-11,2.56935e-11,6.2289e-12
575.5,0.5,0.5,6.75772e-11,2.55972e-11,6.20555e-12
575.6,0.5,0.5,6.73239e-11,2.55012e-11,6.18229e-12
575.7,0.5,0.5,6.70715e-11,2.54056e-11,6.15911e-12
575.8,0.5,0.5,6.68201e-11,2.53104e-11,6.13603e-12
575.9,0.5,0.5,6.65696e-11,2.52155e-11,6.11302e-12
576,0.5,0.5,6.632e-11,2.5121e-11,6.09011e-12
576.1,0.5,0.5,6.60714e-11,2.50268e-11,6.06728e-12
576.2,0.5,0.5,6.58237e-11,2.4933e-11,6.04453e-12
576.3,0.5,0.5,6.5577e-11,2.48395e-11,6.02187e-12
576.4,0.5,0.5,6.53312e-11,2.47464e-11,5.9993e-12
576.5,0.5,0.5,6.50862e-11,2.46537e-11,5.97681e-12
576.6,0.5,0.5,6.48423e-11,2.45612e-11,5.95441e-12
576.7,0.5,0.5,6.45992e-11,2.44692e-11,5.93208e-12
576.8,0.5,0.5,6.4357e-11,2.43774e-11,5.90985e-12
576.9,0.5,0.5,6.41158e-11,2.42861e-11,5.88769e-12
577,0.5,0.5,6.38754e-11,2.4195e-11,5.86562e-12
577.1,0.5,0.5,6.3636e-11,2.41043e-11,5.84363e-12
577.2,0.5,0.5,6.33974e-11,2.4014e-11,5.82173e-12
577.3,0.5,0.5,6.31598e-11,2.39239e-11,5.7999e-12
577.4,0.5,0.5,6.2923e-11,2.38343e-11,5.77816e-12
577.5,0.5,0.5,6.26871e-11,2.37449e-11,5.7565e-12
577.6,0.5,0.5,6.24521e-11,2.36559e-11,5.73492e-12
577.7,0.5,0.5,6.2218e-11,2.35672e-11,5.71342e-12
577.8,0.5,0.5,6.19848e-11,2.34789e-11,5.69201e-12
577.9,0.5,0.5,6.17524e-11,2.33909e-11,5.67067e-12
578,0.5,0.5,6.15209e-11,2.33032e-11,5.64941e-12
578.1,0.5,0.5,6.12903e-11,2.32158e-11,5.62823e-12
578.2,0.5,0.5,6.10605e-11,2.31288e-11,5.60713e-12
578.3,0.5,0.5,6.08316e-11,2.30421e-11,5.58612e-12
578.4,0.5,0.5,6.06036e-11,2.29557e-11,5.56517e-12
578.5,0.5,0.5,6.03764e-11,2.28697e-11,5.54431e-12
578.6,0.5,0.5,6.01501e-11,2.27839e-11,5.52353e-12
578.7,0.5,0.5,5.99246e-11,2.26985e-11,5.50282e-12
578.8,0.5,0.5,5.97e-11,2.26134e-11,5.48219e-12
578.9,0.5,0.5,5.94762e-11,2.25287e-11,5.46164e-12
579,0.5,0.5,5.92532e-11,2.24442e-11,5.44117e-12
579.1,0.5,0.5,5.90311e-11,2.23601e-11,5.42077e-12
579.2,0.5,0.5,5.88098e-11,2.22762e-11,5.40045e-12
579.3,0.5,0.5,5.85893e-11,2.21927e-11,5.38021e-12
579.4,0.5,0.5,5.83697e-11,2.21095e-11,5.36004e-12
579.5,0.5,0.5,5.81509e-11,2.20267e-11,5.33994e-12
579.6,0.5,0.5,5.79329e-11,2.19441e-11,5.31993e-12
579.7,0.5,0.5,5.77157e-11,2.18618e-11,5.29998e-12
579.8,0.5,0.5,5.74994e-11,2.17799e-11,5.28012e-12
579.9,0.5,0.5,5.72838e-11,2.16982e-11,5.26032e-12
580,0.5,0.5,5.70691e-11,2.16169e-11,5.2406e-12
580.1,0.5,0.5,5.68552e-11,2.15359e-11,5.22096e-12
580.2,0.5,0.5,5.6642e-11,2.14551e-11,5.20139e-12
580.3,0.5,0.5,5.64297e-11,2.13747e-11,5.18189e-12
580.4,0.5,0.5,5.62182e-11,2.12946e-11,5.16246e-12
580.5,0.5,0.5,5.60074e-11,2.12147e-11,5.14311e-12
580.6,0.5,0.5,5.57975e-11,2.11352e-11,5.12383e-12
580.7,0.5,0.5,5.55883e-11,2.1056e-11,5.10462e-12
580.8,0.5,0.5,5.53799e-11,2.09771e-11,5.08549e-12
580.9,0.5,0.5,5.51723e-11,2.08984e-11,5.06642e-12
581,0.5,0.5,5.49655e-11,2.08201e-11,5.04743e-12
581.1,0.5,0.5,5.47594e-11,2.0742e-11,5.02851e-12
581.2,0.5,0.5,5.45542e-11,2.06643e-11,5.00966e-12
581.3,0.5,0.5,5.43497e-11,2.05868e-11,4.99088e-12
581.4,0.5,0.5,5.41459e-11,2.05096e-11,4.97217e-12
581.5,0.5,0.5,5.39429e-11,2.04327e-11,4.95353e-12
581.6,0.5,0.5,5.37407e-11,2.03562e-11,4.93496e-12
581.7,0.5,0.5,5.35393e-11,2.02798e-11,4.91646e-12
581.8,0.5,0.5,5.33386e-11,2.02038e-11,4.89803e-12
581.9,0.5,0.5,5.31386e-11,2.01281e-11,4.87967e-12
582,0.5,0.5,5.29394e-11,2.00526e-11,4.86138e-12
582.1,0.5,0.5,5.2741e-11,1.99775e-11,4.84316e-12
582.2,0.5,0.5,5.25433e-11,1.99026e-11,4.825e-12
582.3,0.5,0.5,5.23463e-11,1.9828e-11,4.80691e-12
582.4,0.5,0.5,5.21501e-11,1.97536e-11,4.78889e-12
582.5,0.5,0.5,5.19546e-11,1.96796e-11,4.77094e-12
582.6,0.5,0.5,5.17598e-11,1.96058e-11,4.75306e-12
582.7,0.5,0.5,5.15658e-11,1.95323e-11,4.73524e-12
582.8,0.5,0.5,5.13725e-11,1.94591e-11,4.71749e-12
582.9,0.5,0.5,5.11799e-11,1.93861e-11,4.6998e-12
583,0.5,0.5,5.0988e-11,1.93135e-11,4.68218e-12
583.1,0.5,0.5,5.07969e-11,1.92411e-11,4.66463e-12
583.2,0.5,0.5,5.06065e-11,1.91689e-11,4.64715e-12
583.3,0.5,0.5,5.04168e-11,1.90971e-11,4.62973e-12
583.4,0.5,0.5,5.02278e-11,1.90255e-11,4.61237e-12
583.5,0.5,0.5,5.00395e-11,1.89542e-11,4.59508e-12
583.6,0.5,0.5,4.98519e-11,1.88831e-11,4.57785e-12
583.7,0.5,0.5,4.9665e-11,1.88123e-11,4.56069e-12
583.8,0.5,0.5,4.94788e-11,1.87418e-11,4.5436e-12
583.9,0.5,0.5,4.92934e-11,1.86716e-11,4.52656e-12
584,0.5,0.5,4.91086e-11,1.86016e-11,4.5096e-12
584.1,0.5,0.5,4.89245e-11,1.85318e-11,4.49269e-12
584.2,0.5,0.5,4.87411e-11,1.84624e-11,4.47585e-12
584.3,0.5,0.5,4.85584e-11,1.83932e-11,4.45907e-12
584.4,0.5,0.5,4.83763e-11,1.83242e-11,4.44235e-12
584.5,0.5,0.5,4.8195e-11,1.82555e-11,4.4257e-12
584.6,0.5,0.5,4.80143e-11,1.81871e-11,4.40911e-12
584.7,0.5,0.5,4.78343e-11,1.81189e-11,4.39258e-12
584.8,0.5,0.5,4.7655e-11,1.8051e-11,4.37612e-12
584.9,0.5,0.5,4.74764e-11,1.79833e-11,4.35971e-12
585,0.5,0.5,4.72984e-11,1.79159e-11,4.34337e-12
585.1,0.5,0.5,4.71211e-11,1.78487e-11,4.32709e-12
585.2,0.5,0.5,4.69444e-11,1.77818e-11,4.31087e-12
585.3,0.5,0.5,4.67685e-11,1.77152e-11,4.29471e-12
585.4,0.5,0.5,4.65931e-11,1.76488e-11,4.27861e-12
585.5,0.5,0.5,4.64185e-11,1.75826e-11,4.26257e-12
585.6,0.5,0.5,4.62445e-11,1.75167e-11,4.24659e-12
585.7,0.5,0.5,4.60711e-11,1.7451e-11,4.23067e-12
585.8,0.5,0.5,4.58984e-11,1.73856e-11,4.21481e-12
585.9,0.5,0.5,4.57264e-11,1.73204e-11,4.19901e-12
586,0.5,0.5,4.55549e-11,1.72555e-11,4.18327e-12
586.1,0.5,0.5,4.53842e-11,1.71908e-11,4.16759e-12
586.2,0.5,0.5,4.5214e-11,1.71264e-11,4.15196e-12
586.3,0.5,0.5,4.50445e-11,1.70622e-11,4.1364e-12
586.4,0.5,0.5,4.48757e-11,1.69982e-11,4.12089e-12
586.5,0.5,0.5,4.47075e-11,1.69345e-11,4.10545e-12
586.6,0.5,0.5,4.45399e-11,1.6871e-11,4.09006e-12
586.7,0.5,0.5,4.43729e-11,1.68078e-11,4.07472e-12
586.8,0.5,0.5,4.42066e-11,1.67448e-11,4.05945e-12
586.9,0.5,0.5,4.40408e-11,1.6682e-11,4.04423e-12
587,0.5,0.5,4.38757e-11,1.66195e-11,4.02907e-12
587.1,0.5,0.5,4.37113e-11,1.65572e-11,4.01397e-12
587.2,0.5,0.5,4.35474e-11,1.64951e-11,3.99892e-12
