Run,Temps,A,B 
0,782.293,0.53,0.482
0,782.297,0.53,0.48
0,782.319,0.528,0.48
0,782.325,0.528,0.482
0,782.33,0.526,0.482
0,782.35,0.526,0.484
0,782.354,0.526,0.482
0,782.363,0.524,0.482
0,782.365,0.524,0.48
0,782.374,0.524,0.482
0,782.39,0.524,0.484
0,782.406,0.522,0.484
0,782.409,0.524,0.484
0,782.428,0.522,0.484
0,782.431,0.522,0.482
0,782.435,0.52,0.482
0,782.444,0.522,0.482
0,782.454,0.522,0.48
0,782.463,0.522,0.478
0,782.485,0.52,0.478
0,782.511,0.518,0.478
0,782.511,0.52,0.478
0,782.525,0.518,0.478
0,782.531,0.52,0.478
0,782.534,0.52,0.48
0,782.544,0.52,0.478
0,782.562,0.52,0.48
0,782.573,0.518,0.48
0,782.587,0.518,0.482
0,782.591,0.518,0.48
0,782.605,0.518,0.482
0,782.607,0.518,0.48
0,782.607,0.516,0.48
0,782.627,0.516,0.482
0,782.635,0.518,0.482
0,782.638,0.516,0.482
0,782.648,0.516,0.484
0,782.649,0.516,0.486
0,782.668,0.516,0.484
0,782.672,0.514,0.484
0,782.682,0.514,0.482
0,782.688,0.512,0.482
0,782.688,0.514,0.482
0,782.694,0.516,0.482
0,782.698,0.518,0.482
0,782.705,0.518,0.48
0,782.716,0.516,0.48
0,782.721,0.516,0.478
0,782.737,0.518,0.478
0,782.742,0.518,0.48
0,782.773,0.518,0.478
0,782.778,0.52,0.478
0,782.779,0.518,0.478
0,782.786,0.518,0.476
0,782.787,0.52,0.476
0,782.79,0.52,0.474
0,782.791,0.518,0.474
0,782.792,0.518,0.476
0,782.812,0.518,0.474
0,782.824,0.518,0.476
0,782.827,0.52,0.476
0,782.843,0.52,0.478
0,782.854,0.52,0.476
0,782.869,0.522,0.476
0,782.874,0.522,0.478
0,782.878,0.524,0.478
0,782.882,0.526,0.478
0,782.882,0.524,0.478
0,782.883,0.522,0.478
0,782.889,0.522,0.48
0,782.895,0.522,0.478
0,782.899,0.522,0.476
0,782.901,0.522,0.478
0,782.909,0.52,0.478
0,782.913,0.518,0.478
0,782.938,0.516,0.478
0,782.938,0.516,0.48
0,782.941,0.516,0.478
0,782.942,0.516,0.476
0,782.953,0.516,0.478
0,782.961,0.516,0.48
0,782.967,0.516,0.478
0,782.969,0.516,0.476
0,782.974,0.518,0.476
0,782.989,0.52,0.476
0,783.001,0.522,0.476
0,783.007,0.524,0.476
0,783.037,0.526,0.476
0,783.053,0.526,0.478
0,783.064,0.528,0.478
0,783.065,0.528,0.476
0,783.074,0.528,0.474
0,783.077,0.528,0.476
0,783.098,0.528,0.478
0,783.127,0.526,0.478
0,783.138,0.524,0.478
0,783.144,0.524,0.48
0,783.146,0.524,0.482
0,783.168,0.526,0.482
0,783.174,0.524,0.482
0,783.185,0.526,0.482
0,783.189,0.526,0.484
0,783.192,0.528,0.484
0,783.2,0.526,0.484
0,783.207,0.524,0.484
0,783.21,0.522,0.484
0,783.222,0.52,0.484
0,783.243,0.522,0.484
0,783.245,0.522,0.486
0,783.251,0.522,0.488
0,783.262,0.522,0.49
0,783.266,0.522,0.492
0,783.292,0.524,0.492
0,783.3,0.524,0.494
0,783.307,0.522,0.494
0,783.308,0.524,0.494
0,783.309,0.522,0.494
0,783.335,0.522,0.496
0,783.337,0.522,0.498
0,783.348,0.522,0.496
0,783.353,0.522,0.498
0,783.363,0.522,0.496
0,783.368,0.522,0.494
0,783.395,0.522,0.492
0,783.402,0.524,0.492
0,783.414,0.524,0.49
0,783.428,0.524,0.488
0,783.445,0.522,0.488
0,783.45,0.52,0.488
0,783.492,0.52,0.486
0,783.493,0.52,0.488
0,783.5,0.52,0.486
0,783.505,0.52,0.484
0,783.511,0.518,0.484
0,783.522,0.516,0.484
0,783.539,0.514,0.484
0,783.541,0.516,0.484
0,783.543,0.516,0.482
0,783.563,0.518,0.482
0,783.565,0.516,0.482
0,783.569,0.518,0.482
0,783.578,0.518,0.484
0,783.581,0.52,0.484
0,783.595,0.52,0.482
0,783.601,0.518,0.482
0,783.602,0.518,0.484
0,783.618,0.516,0.484
0,783.644,0.516,0.486
0,783.646,0.514,0.486
0,783.648,0.516,0.486
0,783.648,0.514,0.486
0,783.658,0.512,0.486
0,783.658,0.514,0.486
0,783.665,0.514,0.488
0,783.683,0.514,0.486
0,783.691,0.516,0.486
0,783.692,0.516,0.488
0,783.699,0.518,0.488
0,783.702,0.518,0.49
0,783.704,0.518,0.492
0,783.707,0.52,0.492
0,783.713,0.518,0.492
0,783.713,0.516,0.492
0,783.723,0.518,0.492
0,783.725,0.52,0.492
0,783.734,0.52,0.49
0,783.736,0.522,0.49
0,783.736,0.522,0.488
0,783.746,0.524,0.488
0,783.755,0.524,0.49
0,783.772,0.522,0.49
0,783.778,0.52,0.49
0,783.789,0.52,0.488
0,783.79,0.518,0.488
0,783.794,0.516,0.488
0,783.799,0.518,0.488
0,783.804,0.516,0.488
0,783.81,0.516,0.486
0,783.813,0.518,0.486
0,783.814,0.516,0.486
0,783.816,0.516,0.488
0,783.819,0.516,0.486
0,783.826,0.516,0.484
0,783.839,0.518,0.484
0,783.84,0.52,0.484
0,783.842,0.52,0.486
0,783.843,0.522,0.486
0,783.857,0.52,0.486
0,783.862,0.518,0.486
0,783.862,0.516,0.486
0,783.871,0.516,0.488
0,783.889,0.514,0.488
0,783.894,0.516,0.488
0,783.906,0.518,0.488
0,783.943,0.518,0.49
0,783.946,0.518,0.488
0,783.951,0.516,0.488
0,783.962,0.514,0.488
0,783.965,0.516,0.488
0,783.968,0.518,0.488
0,783.979,0.518,0.49
0,783.983,0.518,0.492
0,784.007,0.518,0.494
0,784.016,0.516,0.494
0,784.025,0.518,0.494
0,784.031,0.518,0.496
0,784.046,0.518,0.498
0,784.057,0.518,0.496
0,784.075,0.516,0.496
0,784.086,0.516,0.494
0,784.092,0.518,0.494
0,784.095,0.52,0.494
0,784.108,0.52,0.492
0,784.128,0.522,0.492
0,784.138,0.522,0.494
0,784.154,0.524,0.494
0,784.162,0.526,0.494
0,784.168,0.526,0.496
0,784.169,0.526,0.498
0,784.179,0.524,0.498
0,784.196,0.526,0.498
0,784.197,0.526,0.496
0,784.212,0.528,0.496
0,784.237,0.53,0.496
0,784.244,0.532,0.496
0,784.248,0.532,0.494
0,784.265,0.532,0.492
0,784.265,0.53,0.492
0,784.274,0.528,0.492
0,784.274,0.528,0.494
0,784.302,0.528,0.492
0,784.309,0.528,0.49
0,784.344,0.53,0.49
0,784.348,0.532,0.49
0,784.353,0.532,0.492
0,784.357,0.532,0.494
0,784.37,0.53,0.494
0,784.373,0.532,0.494
0,784.382,0.532,0.492
0,784.431,0.532,0.494
0,784.436,0.534,0.494
0,784.45,0.534,0.496
0,784.467,0.534,0.498
0,784.476,0.536,0.498
0,784.482,0.536,0.5
0,784.484,0.536,0.498
0,784.535,0.534,0.498
0,784.536,0.532,0.498
0,784.563,0.532,0.5
0,784.567,0.53,0.5
0,784.575,0.528,0.5
0,784.576,0.528,0.498
0,784.623,0.526,0.498
0,784.627,0.526,0.496
0,784.672,0.526,0.494
0,784.674,0.526,0.492
0,784.682,0.524,0.492
0,784.689,0.524,0.494
0,784.7,0.524,0.492
0,784.703,0.522,0.492
0,784.706,0.52,0.492
0,784.707,0.52,0.49
0,784.707,0.52,0.488
0,784.715,0.518,0.488
0,784.716,0.516,0.488
0,784.72,0.516,0.49
0,784.723,0.516,0.488
0,784.743,0.514,0.488
0,784.753,0.514,0.486
0,784.763,0.516,0.486
0,784.79,0.516,0.488
0,784.793,0.516,0.486
0,784.796,0.514,0.486
0,784.806,0.512,0.486
0,784.812,0.512,0.488
0,784.814,0.512,0.49
0,784.814,0.512,0.492
0,784.815,0.512,0.494
0,784.818,0.514,0.494
0,784.821,0.512,0.494
0,784.822,0.512,0.492
0,784.83,0.51,0.492
0,784.831,0.51,0.494
0,784.836,0.51,0.496
0,784.838,0.51,0.498
0,784.845,0.51,0.5
0,784.853,0.51,0.502
0,784.86,0.51,0.5
0,784.896,0.51,0.498
0,784.9,0.512,0.498
0,784.9,0.514,0.498
0,784.905,0.514,0.5
0,784.936,0.512,0.5
0,784.943,0.512,0.498
0,784.949,0.514,0.498
0,784.95,0.516,0.498
0,784.989,0.516,0.5
0,785.021,0.516,0.498
0,785.026,0.516,0.496
0,785.039,0.514,0.496
0,785.046,0.512,0.496
0,785.055,0.514,0.496
0,785.055,0.514,0.494
0,785.058,0.512,0.494
0,785.063,0.514,0.494
0,785.073,0.512,0.494
0,785.081,0.51,0.494
0,785.083,0.51,0.492
0,785.101,0.51,0.49
0,785.121,0.51,0.492
0,785.13,0.508,0.492
0,785.136,0.508,0.494
0,785.18,0.51,0.494
0,785.183,0.51,0.492
0,785.191,0.512,0.492
0,785.195,0.51,0.492
0,785.209,0.508,0.492
0,785.214,0.51,0.492
0,785.222,0.51,0.49
0,785.238,0.508,0.49
0,785.24,0.506,0.49
0,785.253,0.508,0.49
0,785.255,0.508,0.492
0,785.295,0.508,0.49
0,785.3,0.51,0.49
0,785.306,0.51,0.488
0,785.307,0.512,0.488
0,785.308,0.512,0.486
0,785.314,0.512,0.484
0,785.316,0.512,0.482
0,785.334,0.514,0.482
0,785.335,0.516,0.482
0,785.385,0.518,0.482
0,785.397,0.516,0.482
0,785.41,0.516,0.48
0,785.411,0.514,0.48
0,785.415,0.516,0.48
0,785.428,0.516,0.478
0,785.43,0.518,0.478
0,785.43,0.52,0.478
0,785.434,0.518,0.478
0,785.441,0.52,0.478
0,785.446,0.52,0.476
0,785.458,0.518,0.476
0,785.462,0.518,0.478
0,785.471,0.518,0.48
0,785.487,0.52,0.48
0,785.501,0.52,0.482
0,785.509,0.522,0.482
0,785.515,0.52,0.482
0,785.519,0.52,0.484
0,785.525,0.518,0.484
0,785.526,0.518,0.482
0,785.53,0.52,0.482
0,785.538,0.522,0.482
0,785.539,0.524,0.482
0,785.546,0.526,0.482
0,785.548,0.526,0.48
0,785.551,0.526,0.478
0,785.579,0.528,0.478
0,785.609,0.53,0.478
0,785.644,0.528,0.478
0,785.65,0.528,0.476
0,785.676,0.53,0.476
0,785.7,0.53,0.478
0,785.706,0.53,0.476
0,785.72,0.532,0.476
0,785.725,0.532,0.474
0,785.726,0.53,0.474
0,785.729,0.53,0.476
0,785.731,0.528,0.476
0,785.736,0.53,0.476
0,785.75,0.53,0.474
0,785.759,0.528,0.474
0,785.768,0.526,0.474
0,785.776,0.526,0.472
0,785.795,0.528,0.472
0,785.797,0.528,0.474
0,785.802,0.528,0.476
0,785.806,0.526,0.476
0,785.824,0.526,0.474
0,785.832,0.524,0.474
0,785.84,0.522,0.474
0,785.844,0.524,0.474
0,785.874,0.524,0.472
0,785.879,0.524,0.47
0,785.885,0.526,0.47
0,785.929,0.526,0.472
0,785.937,0.528,0.472
0,785.959,0.53,0.472
0,785.967,0.53,0.47
0,785.973,0.53,0.472
0,785.976,0.528,0.472
0,785.977,0.528,0.47
0,785.986,0.528,0.472
0,786.015,0.528,0.47
0,786.019,0.528,0.472
0,786.042,0.526,0.472
0,786.068,0.526,0.474
0,786.075,0.526,0.472
0,786.08,0.528,0.472
0,786.083,0.526,0.472
0,786.1,0.526,0.47
0,786.12,0.528,0.47
0,786.121,0.526,0.47
0,786.122,0.526,0.472
0,786.124,0.526,0.474
0,786.124,0.528,0.474
0,786.132,0.528,0.472
0,786.136,0.53,0.472
0,786.151,0.532,0.472
0,786.169,0.532,0.474
0,786.173,0.532,0.472
0,786.183,0.534,0.472
0,786.19,0.534,0.47
0,786.215,0.534,0.468
0,786.236,0.534,0.47
0,786.24,0.534,0.472
0,786.247,0.532,0.472
0,786.251,0.53,0.472
0,786.28,0.532,0.472
0,786.29,0.534,0.472
0,786.294,0.534,0.47
0,786.305,0.534,0.472
0,786.311,0.534,0.47
0,786.319,0.534,0.468
0,786.328,0.536,0.468
0,786.338,0.536,0.47
0,786.36,0.534,0.47
0,786.364,0.534,0.468
0,786.371,0.534,0.466
0,786.388,0.534,0.464
0,786.388,0.534,0.462
0,786.429,0.536,0.462
0,786.455,0.536,0.464
0,786.456,0.534,0.464
0,786.457,0.536,0.464
0,786.476,0.538,0.464
0,786.478,0.54,0.464
0,786.502,0.542,0.464
0,786.514,0.544,0.464
0,786.515,0.546,0.464
0,786.547,0.546,0.462
0,786.551,0.546,0.464
0,786.552,0.548,0.464
0,786.594,0.546,0.464
0,786.606,0.546,0.462
0,786.611,0.544,0.462
0,786.614,0.544,0.46
0,786.616,0.542,0.46
0,786.62,0.542,0.462
0,786.636,0.542,0.46
0,786.644,0.544,0.46
0,786.645,0.546,0.46
0,786.646,0.546,0.462
0,786.687,0.544,0.462
0,786.696,0.544,0.464
0,786.705,0.542,0.464
0,786.707,0.54,0.464
0,786.719,0.54,0.462
0,786.723,0.54,0.464
0,786.725,0.54,0.462
0,786.759,0.54,0.464
0,786.76,0.542,0.464
0,786.763,0.544,0.464
0,786.763,0.544,0.466
0,786.763,0.544,0.464
0,786.765,0.546,0.464
0,786.771,0.548,0.464
0,786.788,0.546,0.464
0,786.791,0.546,0.466
0,786.795,0.544,0.466
0,786.796,0.542,0.466
0,786.799,0.542,0.468
0,786.818,0.54,0.468
0,786.826,0.54,0.47
0,786.826,0.542,0.47
0,786.831,0.542,0.468
0,786.846,0.542,0.47
0,786.861,0.542,0.468
0,786.865,0.544,0.468
0,786.868,0.546,0.468
0,786.87,0.544,0.468
0,786.87,0.542,0.468
0,786.871,0.542,0.47
0,786.886,0.542,0.468
0,786.899,0.544,0.468
0,786.907,0.544,0.47
0,786.915,0.542,0.47
0,786.916,0.542,0.468
0,786.923,0.542,0.466
0,786.929,0.542,0.468
0,786.975,0.54,0.468
0,786.985,0.54,0.466
0,786.989,0.54,0.464
0,786.99,0.54,0.462
0,786.99,0.538,0.462
0,787.01,0.538,0.464
0,787.02,0.54,0.464
0,787.021,0.54,0.462
0,787.034,0.54,0.46
0,787.039,0.542,0.46
0,787.05,0.542,0.458
0,787.061,0.544,0.458
0,787.066,0.542,0.458
0,787.074,0.542,0.456
0,787.077,0.54,0.456
0,787.106,0.538,0.456
0,787.11,0.536,0.456
0,787.13,0.538,0.456
0,787.137,0.54,0.456
0,787.141,0.54,0.454
0,787.172,0.54,0.456
0,787.177,0.542,0.456
0,787.183,0.542,0.454
0,787.188,0.542,0.452
0,787.191,0.544,0.452
0,787.228,0.544,0.454
0,787.233,0.544,0.452
0,787.235,0.544,0.45
0,787.238,0.542,0.45
0,787.239,0.542,0.452
0,787.242,0.544,0.452
0,787.255,0.542,0.452
0,787.258,0.542,0.45
0,787.261,0.544,0.45
0,787.312,0.546,0.45
0,787.312,0.546,0.452
0,787.322,0.546,0.45
0,787.33,0.548,0.45
0,787.338,0.546,0.45
0,787.339,0.548,0.45
0,787.344,0.548,0.448
0,787.355,0.548,0.45
0,787.368,0.55,0.45
0,787.384,0.552,0.45
0,787.395,0.55,0.45
0,787.411,0.552,0.45
0,787.418,0.55,0.45
0,787.428,0.55,0.452
0,787.442,0.552,0.452
0,787.445,0.552,0.45
0,787.445,0.552,0.448
0,787.446,0.552,0.446
0,787.469,0.552,0.448
0,787.472,0.552,0.446
0,787.486,0.554,0.446
0,787.495,0.554,0.444
0,787.496,0.552,0.444
0,787.502,0.552,0.442
0,787.51,0.552,0.444
0,787.531,0.552,0.442
0,787.545,0.552,0.444
0,787.549,0.55,0.444
0,787.55,0.552,0.444
0,787.56,0.554,0.444
0,787.565,0.556,0.444
0,787.574,0.556,0.442
0,787.593,0.556,0.44
0,787.596,0.556,0.442
0,787.615,0.554,0.442
0,787.624,0.554,0.444
0,787.632,0.556,0.444
0,787.637,0.556,0.446
0,787.641,0.554,0.446
0,787.646,0.552,0.446
0,787.651,0.554,0.446
0,787.657,0.556,0.446
0,787.66,0.556,0.448
0,787.676,0.558,0.448
0,787.678,0.556,0.448
0,787.678,0.558,0.448
0,787.693,0.56,0.448
0,787.697,0.56,0.45
0,787.701,0.558,0.45
0,787.725,0.556,0.45
0,787.726,0.556,0.452
0,787.748,0.558,0.452
0,787.756,0.558,0.454
0,787.77,0.558,0.452
0,787.779,0.558,0.454
0,787.781,0.558,0.456
0,787.816,0.556,0.456
0,787.818,0.554,0.456
0,787.83,0.554,0.458
0,787.833,0.554,0.456
0,787.869,0.554,0.458
0,787.869,0.556,0.458
0,787.893,0.558,0.458
0,787.905,0.56,0.458
0,787.908,0.558,0.458
0,787.933,0.56,0.458
0,787.938,0.56,0.46
0,787.939,0.562,0.46
0,787.939,0.564,0.46
0,787.94,0.564,0.458
0,787.957,0.564,0.46
0,787.981,0.562,0.46
0,788.008,0.564,0.46
0,788.029,0.562,0.46
0,788.033,0.562,0.458
0,788.045,0.56,0.458
0,788.046,0.56,0.456
0,788.059,0.558,0.456
0,788.061,0.558,0.454
0,788.069,0.558,0.456
0,788.074,0.56,0.456
0,788.079,0.56,0.454
0,788.079,0.56,0.456
0,788.09,0.558,0.456
0,788.093,0.556,0.456
0,788.108,0.554,0.456
0,788.111,0.554,0.458
0,788.124,0.554,0.456
0,788.126,0.556,0.456
0,788.131,0.556,0.458
0,788.133,0.554,0.458
0,788.136,0.554,0.46
0,788.14,0.554,0.458
0,788.143,0.552,0.458
0,788.153,0.552,0.46
0,788.16,0.55,0.46
0,788.164,0.55,0.462
0,788.165,0.55,0.46
0,788.172,0.548,0.46
0,788.172,0.548,0.458
0,788.188,0.546,0.458
0,788.225,0.548,0.458
0,788.225,0.546,0.458
0,788.233,0.546,0.456
0,788.268,0.546,0.458
0,788.271,0.546,0.456
0,788.281,0.544,0.456
0,788.284,0.544,0.454
0,788.285,0.544,0.452
0,788.307,0.544,0.45
0,788.325,0.546,0.45
0,788.335,0.546,0.452
0,788.335,0.548,0.452
0,788.351,0.546,0.452
0,788.357,0.546,0.45
0,788.363,0.546,0.452
0,788.364,0.548,0.452
0,788.37,0.548,0.45
0,788.372,0.55,0.45
0,788.374,0.548,0.45
0,788.389,0.548,0.448
0,788.396,0.548,0.45
0,788.398,0.546,0.45
0,788.414,0.544,0.45
0,788.416,0.546,0.45
0,788.428,0.544,0.45
0,788.434,0.546,0.45
0,788.448,0.546,0.448
0,788.456,0.544,0.448
0,788.459,0.546,0.448
0,788.475,0.546,0.446
0,788.503,0.548,0.446
0,788.509,0.548,0.444
0,788.51,0.548,0.442
0,788.514,0.55,0.442
0,788.532,0.548,0.442
0,788.55,0.546,0.442
0,788.555,0.546,0.44
0,788.561,0.546,0.442
0,788.562,0.544,0.442
0,788.588,0.542,0.442
0,788.59,0.54,0.442
0,788.59,0.538,0.442
0,788.6,0.536,0.442
0,788.608,0.538,0.442
0,788.615,0.54,0.442
0,788.621,0.542,0.442
0,788.622,0.54,0.442
0,788.628,0.54,0.444
0,788.628,0.54,0.446
0,788.629,0.54,0.448
0,788.63,0.542,0.448
0,788.635,0.54,0.448
0,788.657,0.54,0.446
0,788.659,0.54,0.444
0,788.69,0.542,0.444
0,788.709,0.542,0.446
0,788.716,0.544,0.446
0,788.724,0.542,0.446
0,788.73,0.54,0.446
0,788.749,0.542,0.446
0,788.761,0.542,0.448
0,788.761,0.544,0.448
0,788.772,0.544,0.45
0,788.778,0.544,0.452
0,788.79,0.546,0.452
0,788.792,0.544,0.452
0,788.798,0.544,0.454
0,788.817,0.546,0.454
0,788.818,0.544,0.454
0,788.826,0.542,0.454
0,788.837,0.544,0.454
0,788.847,0.542,0.454
0,788.85,0.542,0.452
0,788.854,0.54,0.452
0,788.882,0.54,0.45
0,788.885,0.54,0.448
0,788.907,0.54,0.446
0,788.921,0.54,0.444
0,788.922,0.54,0.442
0,788.923,0.54,0.44
0,788.925,0.538,0.44
0,788.936,0.536,0.44
0,788.936,0.534,0.44
0,788.962,0.532,0.44
0,788.976,0.532,0.442
0,788.982,0.532,0.444
0,789.005,0.534,0.444
0,789.024,0.536,0.444
0,789.026,0.536,0.446
0,789.03,0.534,0.446
0,789.042,0.536,0.446
0,789.043,0.538,0.446
0,789.075,0.538,0.444
0,789.08,0.54,0.444
0,789.081,0.54,0.442
0,789.082,0.54,0.444
0,789.082,0.538,0.444
0,789.082,0.538,0.446
0,789.084,0.538,0.444
0,789.099,0.54,0.444
0,789.107,0.542,0.444
0,789.107,0.544,0.444
0,789.109,0.544,0.446
0,789.111,0.542,0.446
0,789.128,0.542,0.444
0,789.134,0.54,0.444
0,789.154,0.54,0.442
0,789.162,0.54,0.44
0,789.183,0.54,0.442
0,789.194,0.54,0.444
0,789.2,0.54,0.446
0,789.201,0.54,0.444
0,789.202,0.54,0.442
0,789.21,0.54,0.44
0,789.223,0.538,0.44
0,789.272,0.536,0.44
0,789.278,0.534,0.44
0,789.278,0.532,0.44
0,789.292,0.532,0.442
0,789.305,0.532,0.444
0,789.319,0.53,0.444
0,789.323,0.53,0.446
0,789.327,0.528,0.446
0,789.33,0.528,0.448
0,789.34,0.528,0.446
0,789.344,0.528,0.444
0,789.36,0.528,0.442
0,789.374,0.528,0.44
0,789.375,0.528,0.438
0,789.378,0.528,0.44
0,789.392,0.528,0.442
0,789.401,0.528,0.44
0,789.408,0.528,0.438
0,789.415,0.526,0.438
0,789.417,0.526,0.44
0,789.463,0.526,0.438
0,789.465,0.526,0.436
0,789.466,0.526,0.434
0,789.483,0.524,0.434
0,789.501,0.526,0.434
0,789.534,0.526,0.432
0,789.541,0.528,0.432
0,789.547,0.528,0.434
0,789.56,0.528,0.436
0,789.575,0.528,0.438
0,789.579,0.528,0.44
0,789.584,0.526,0.44
0,789.606,0.526,0.442
0,789.617,0.528,0.442
0,789.624,0.528,0.44
0,789.626,0.528,0.438
0,789.628,0.528,0.44
0,789.648,0.53,0.44
0,789.661,0.528,0.44
0,789.69,0.528,0.442
0,789.699,0.528,0.444
0,789.706,0.526,0.444
0,789.717,0.524,0.444
0,789.726,0.522,0.444
0,789.731,0.524,0.444
0,789.732,0.524,0.442
0,789.742,0.522,0.442
0,789.761,0.52,0.442
0,789.766,0.52,0.444
0,789.782,0.518,0.444
0,789.785,0.518,0.446
0,789.792,0.52,0.446
0,789.792,0.52,0.444
0,789.793,0.52,0.442
0,789.797,0.52,0.44
0,789.798,0.52,0.438
0,789.801,0.518,0.438
0,789.805,0.516,0.438
0,789.811,0.516,0.44
0,789.812,0.516,0.442
0,789.822,0.516,0.444
0,789.823,0.516,0.442
0,789.856,0.516,0.44
0,789.858,0.516,0.442
0,789.86,0.516,0.444
0,789.867,0.518,0.444
0,789.876,0.518,0.442
0,789.885,0.518,0.444
0,789.893,0.518,0.446
0,789.893,0.518,0.448
0,789.894,0.52,0.448
0,789.935,0.518,0.448
0,789.96,0.518,0.446
0,789.968,0.52,0.446
0,789.97,0.52,0.448
0,789.973,0.518,0.448
0,789.975,0.52,0.448
0,789.979,0.52,0.45
0,789.987,0.518,0.45
0,789.989,0.516,0.45
0,790.007,0.516,0.448
0,790.015,0.518,0.448
0,790.021,0.518,0.45
0,790.032,0.516,0.45
0,790.032,0.516,0.448
0,790.034,0.514,0.448
0,790.042,0.516,0.448
0,790.051,0.516,0.45
0,790.07,0.514,0.45
0,790.07,0.516,0.45
0,790.07,0.514,0.45
0,790.095,0.512,0.45
0,790.127,0.514,0.45
0,790.127,0.516,0.45
0,790.135,0.516,0.448
0,790.138,0.516,0.446
0,790.192,0.516,0.448
0,790.209,0.516,0.45
0,790.211,0.518,0.45
0,790.223,0.518,0.448
0,790.231,0.518,0.446
0,790.234,0.518,0.444
0,790.243,0.518,0.442
0,790.254,0.518,0.44
0,790.274,0.516,0.44
0,790.275,0.516,0.438
0,790.283,0.518,0.438
0,790.289,0.516,0.438
0,790.296,0.514,0.438
0,790.297,0.514,0.436
0,790.305,0.514,0.438
0,790.312,0.512,0.438
0,790.35,0.512,0.436
0,790.363,0.51,0.436
0,790.371,0.508,0.436
0,790.393,0.51,0.436
0,790.396,0.51,0.438
0,790.402,0.51,0.44
0,790.406,0.512,0.44
0,790.429,0.512,0.442
0,790.43,0.512,0.444
0,790.436,0.512,0.446
0,790.45,0.512,0.448
0,790.45,0.512,0.45
0,790.46,0.512,0.452
0,790.464,0.51,0.452
0,790.466,0.51,0.454
0,790.473,0.512,0.454
0,790.474,0.514,0.454
0,790.483,0.514,0.456
0,790.487,0.514,0.454
0,790.495,0.516,0.454
0,790.507,0.518,0.454
0,790.523,0.518,0.452
0,790.526,0.52,0.452
0,790.527,0.518,0.452
0,790.537,0.518,0.45
0,790.544,0.52,0.45
0,790.556,0.522,0.45
0,790.557,0.52,0.45
0,790.557,0.52,0.448
0,790.569,0.518,0.448
0,790.583,0.518,0.45
0,790.587,0.518,0.448
0,790.587,0.52,0.448
0,790.607,0.52,0.446
0,790.608,0.52,0.448
0,790.616,0.518,0.448
0,790.617,0.518,0.446
0,790.635,0.516,0.446
0,790.642,0.518,0.446
0,790.644,0.518,0.448
0,790.651,0.52,0.448
0,790.654,0.52,0.45
0,790.656,0.52,0.452
0,790.661,0.52,0.45
0,790.664,0.522,0.45
0,790.669,0.522,0.448
0,790.675,0.522,0.446
0,790.686,0.52,0.446
0,790.705,0.518,0.446
0,790.707,0.518,0.444
0,790.709,0.516,0.444
0,790.709,0.516,0.442
0,790.712,0.518,0.442
0,790.718,0.518,0.44
0,790.735,0.52,0.44
0,790.739,0.52,0.438
0,790.779,0.52,0.44
0,790.814,0.518,0.44
0,790.82,0.518,0.438
0,790.823,0.516,0.438
0,790.843,0.518,0.438
0,790.875,0.52,0.438
0,790.88,0.52,0.436
0,790.884,0.52,0.434
0,790.89,0.52,0.436
0,790.898,0.522,0.436
0,790.902,0.52,0.436
0,790.908,0.52,0.434
0,790.93,0.518,0.434
0,790.955,0.52,0.434
0,790.964,0.52,0.436
0,790.971,0.52,0.438
0,790.977,0.518,0.438
0,790.983,0.516,0.438
0,790.983,0.514,0.438
0,790.986,0.516,0.438
0,790.988,0.518,0.438
0,790.996,0.516,0.438
0,791.008,0.516,0.436
0,791.02,0.516,0.434
0,791.026,0.516,0.436
0,791.034,0.514,0.436
0,791.035,0.512,0.436
0,791.08,0.512,0.438
0,791.086,0.514,0.438
0,791.087,0.512,0.438
0,791.088,0.512,0.436
0,791.09,0.512,0.438
0,791.099,0.512,0.44
0,791.104,0.512,0.438
0,791.119,0.514,0.438
0,791.121,0.512,0.438
0,791.129,0.512,0.44
0,791.137,0.512,0.442
0,791.141,0.512,0.444
0,791.152,0.512,0.442
0,791.157,0.512,0.444
0,791.167,0.512,0.446
0,791.183,0.51,0.446
0,791.184,0.512,0.446
0,791.19,0.512,0.444
0,791.191,0.512,0.446
0,791.193,0.512,0.448
0,791.198,0.512,0.45
0,791.2,0.514,0.45
0,791.206,0.514,0.448
0,791.236,0.514,0.45
0,791.243,0.512,0.45
0,791.268,0.514,0.45
0,791.275,0.516,0.45
0,791.314,0.518,0.45
0,791.343,0.516,0.45
0,791.391,0.518,0.45
0,791.409,0.518,0.452
0,791.428,0.518,0.454
0,791.437,0.516,0.454
0,791.442,0.516,0.452
0,791.444,0.516,0.454
0,791.45,0.514,0.454
0,791.467,0.514,0.456
0,791.474,0.512,0.456
0,791.479,0.512,0.454
0,791.504,0.512,0.452
0,791.517,0.514,0.452
0,791.52,0.514,0.45
0,791.521,0.514,0.452
0,791.523,0.514,0.454
0,791.524,0.514,0.452
0,791.526,0.514,0.45
0,791.536,0.514,0.452
0,791.541,0.514,0.45
0,791.555,0.516,0.45
0,791.564,0.518,0.45
0,791.584,0.52,0.45
0,791.596,0.522,0.45
0,791.623,0.524,0.45
0,791.639,0.524,0.452
0,791.642,0.524,0.45
0,791.643,0.524,0.448
0,791.645,0.524,0.45
0,791.648,0.526,0.45
0,791.65,0.526,0.452
0,791.651,0.526,0.45
0,791.654,0.526,0.448
0,791.667,0.524,0.448
