Temps,A,B,C,AB,ABA,ABAB,ABC,ABCB,CB,CBC,CBCB
124.9,0.718366,0.349731,0.663092,0.25034,0.179743,0.0627699,0.165254,0.0577942,0.23084,0.152959,0.0533927
125,0.718335,0.349727,0.663064,0.250325,0.179725,0.0627628,0.165238,0.0577878,0.230828,0.152944,0.053387
125.1,0.718304,0.349722,0.663036,0.250311,0.179707,0.0627557,0.165222,0.0577815,0.230815,0.15293,0.0533813
125.2,0.718273,0.349718,0.663008,0.250297,0.17969,0.0627487,0.165206,0.0577752,0.230803,0.152915,0.0533756
125.3,0.718242,0.349714,0.662981,0.250283,0.179672,0.0627416,0.16519,0.0577688,0.230791,0.152901,0.0533698
125.4,0.718211,0.349709,0.662953,0.250269,0.179654,0.0627345,0.165173,0.0577625,0.230778,0.152886,0.0533641
125.5,0.71818,0.349705,0.662925,0.250255,0.179636,0.0627274,0.165157,0.0577561,0.230766,0.152872,0.0533584
125.6,0.718149,0.349701,0.662898,0.25024,0.179618,0.0627204,0.165141,0.0577498,0.230754,0.152857,0.0533527
125.7,0.718118,0.349696,0.66287,0.250226,0.1796,0.0627133,0.165125,0.0577435,0.230742,0.152843,0.053347
125.8,0.718087,0.349692,0.662842,0.250212,0.179582,0.0627062,0.165109,0.0577371,0.230729,0.152828,0.0533412
125.9,0.718056,0.349688,0.662815,0.250198,0.179564,0.0626991,0.165093,0.0577308,0.230717,0.152813,0.0533355
126,0.718025,0.349683,0.662787,0.250184,0.179546,0.0626921,0.165077,0.0577245,0.230705,0.152799,0.0533298
126.1,0.717994,0.349679,0.662759,0.25017,0.179528,0.062685,0.165061,0.0577181,0.230692,0.152784,0.0533241
126.2,0.717963,0.349674,0.662732,0.250156,0.17951,0.0626779,0.165045,0.0577118,0.23068,0.15277,0.0533184
126.3,0.717932,0.34967,0.662704,0.250141,0.179492,0.0626709,0.165029,0.0577055,0.230668,0.152755,0.0533127
126.4,0.717901,0.349666,0.662676,0.250127,0.179474,0.0626638,0.165013,0.0576991,0.230655,0.152741,0.053307
126.5,0.71787,0.349661,0.662649,0.250113,0.179456,0.0626568,0.164997,0.0576928,0.230643,0.152726,0.0533012
126.6,0.717839,0.349657,0.662621,0.250099,0.179438,0.0626497,0.164981,0.0576865,0.230631,0.152712,0.0532955
126.7,0.717808,0.349653,0.662593,0.250085,0.17942,0.0626426,0.164965,0.0576801,0.230618,0.152697,0.0532898
126.8,0.717777,0.349648,0.662566,0.250071,0.179403,0.0626356,0.164949,0.0576738,0.230606,0.152683,0.0532841
126.9,0.717746,0.349644,0.662538,0.250057,0.179385,0.0626285,0.164933,0.0576675,0.230594,0.152668,0.0532784
127,0.717715,0.34964,0.66251,0.250043,0.179367,0.0626215,0.164917,0.0576611,0.230581,0.152654,0.0532727
127.1,0.717683,0.349635,0.662483,0.250028,0.179349,0.0626144,0.164901,0.0576548,0.230569,0.152639,0.053267
127.2,0.717652,0.349631,0.662455,0.250014,0.179331,0.0626074,0.164885,0.0576485,0.230557,0.152625,0.0532613
127.3,0.717621,0.349627,0.662428,0.25,0.179313,0.0626003,0.164869,0.0576422,0.230544,0.15261,0.0532556
127.4,0.71759,0.349622,0.6624,0.249986,0.179295,0.0625933,0.164853,0.0576358,0.230532,0.152596,0.0532498
127.5,0.717559,0.349618,0.662372,0.249972,0.179277,0.0625862,0.164837,0.0576295,0.23052,0.152581,0.0532441
127.6,0.717528,0.349614,0.662345,0.249958,0.179259,0.0625792,0.164821,0.0576232,0.230507,0.152567,0.0532384
127.7,0.717497,0.349609,0.662317,0.249944,0.179241,0.0625721,0.164805,0.0576168,0.230495,0.152552,0.0532327
127.8,0.717466,0.349605,0.66229,0.24993,0.179224,0.0625651,0.164789,0.0576105,0.230483,0.152538,0.053227
127.9,0.717435,0.349601,0.662262,0.249916,0.179206,0.062558,0.164773,0.0576042,0.23047,0.152523,0.0532213
128,0.717404,0.349596,0.662234,0.249902,0.179188,0.062551,0.164757,0.0575979,0.230458,0.152509,0.0532156
128.1,0.717373,0.349592,0.662207,0.249887,0.17917,0.062544,0.164741,0.0575915,0.230446,0.152494,0.0532099
128.2,0.717342,0.349588,0.662179,0.249873,0.179152,0.0625369,0.164725,0.0575852,0.230433,0.15248,0.0532042
128.3,0.717311,0.349583,0.662152,0.249859,0.179134,0.0625299,0.164709,0.0575789,0.230421,0.152465,0.0531985
128.4,0.71728,0.349579,0.662124,0.249845,0.179116,0.0625228,0.164693,0.0575726,0.230409,0.152451,0.0531928
128.5,0.717249,0.349575,0.662097,0.249831,0.179098,0.0625158,0.164677,0.0575663,0.230396,0.152436,0.0531871
128.6,0.717218,0.34957,0.662069,0.249817,0.17908,0.0625088,0.164661,0.0575599,0.230384,0.152422,0.0531814
128.7,0.717187,0.349566,0.662042,0.249803,0.179063,0.0625017,0.164644,0.0575536,0.230372,0.152407,0.0531757
128.8,0.717156,0.349562,0.662014,0.249789,0.179045,0.0624947,0.164628,0.0575473,0.230359,0.152393,0.05317
128.9,0.717125,0.349557,0.661987,0.249775,0.179027,0.0624877,0.164612,0.057541,0.230347,0.152378,0.0531643
129,0.717094,0.349553,0.661959,0.249761,0.179009,0.0624807,0.164596,0.0575347,0.230335,0.152364,0.0531586
129.1,0.717063,0.349549,0.661932,0.249747,0.178991,0.0624736,0.16458,0.0575283,0.230322,0.152349,0.0531529
129.2,0.717032,0.349544,0.661904,0.249732,0.178973,0.0624666,0.164564,0.057522,0.23031,0.152335,0.0531472
129.3,0.717001,0.34954,0.661877,0.249718,0.178955,0.0624596,0.164548,0.0575157,0.230298,0.15232,0.0531415
129.4,0.71697,0.349536,0.661849,0.249704,0.178938,0.0624525,0.164532,0.0575094,0.230285,0.152306,0.0531358
129.5,0.716939,0.349531,0.661822,0.24969,0.17892,0.0624455,0.164516,0.0575031,0.230273,0.152291,0.0531301
129.6,0.716908,0.349527,0.661794,0.249676,0.178902,0.0624385,0.1645,0.0574968,0.230261,0.152277,0.0531244
129.7,0.716877,0.349523,0.661767,0.249662,0.178884,0.0624315,0.164484,0.0574905,0.230248,0.152263,0.0531187
129.8,0.716846,0.349518,0.661739,0.249648,0.178866,0.0624245,0.164468,0.0574841,0.230236,0.152248,0.053113
129.9,0.716815,0.349514,0.661712,0.249634,0.178848,0.0624174,0.164452,0.0574778,0.230224,0.152234,0.0531073
130,0.716784,0.34951,0.661684,0.24962,0.178831,0.0624104,0.164436,0.0574715,0.230211,0.152219,0.0531016
130.1,0.716753,0.349506,0.661657,0.249606,0.178813,0.0624034,0.16442,0.0574652,0.230199,0.152205,0.0530959
130.2,0.716722,0.349501,0.661629,0.249592,0.178795,0.0623964,0.164404,0.0574589,0.230187,0.15219,0.0530902
130.3,0.716691,0.349497,0.661602,0.249578,0.178777,0.0623894,0.164388,0.0574526,0.230174,0.152176,0.0530845
130.4,0.71666,0.349493,0.661574,0.249564,0.178759,0.0623824,0.164372,0.0574463,0.230162,0.152161,0.0530788
130.5,0.716629,0.349488,0.661547,0.24955,0.178741,0.0623754,0.164356,0.05744,0.23015,0.152147,0.0530731
130.6,0.716598,0.349484,0.661519,0.249535,0.178724,0.0623683,0.16434,0.0574337,0.230137,0.152132,0.0530674
130.7,0.716568,0.34948,0.661492,0.249521,0.178706,0.0623613,0.164324,0.0574274,0.230125,0.152118,0.0530617
130.8,0.716537,0.349475,0.661465,0.249507,0.178688,0.0623543,0.164308,0.0574211,0.230113,0.152103,0.053056
130.9,0.716506,0.349471,0.661437,0.249493,0.17867,0.0623473,0.164292,0.0574147,0.2301,0.152089,0.0530503
131,0.716475,0.349467,0.66141,0.249479,0.178652,0.0623403,0.164276,0.0574084,0.230088,0.152075,0.0530446
131.1,0.716444,0.349462,0.661382,0.249465,0.178634,0.0623333,0.16426,0.0574021,0.230076,0.15206,0.053039
131.2,0.716413,0.349458,0.661355,0.249451,0.178617,0.0623263,0.164244,0.0573958,0.230063,0.152046,0.0530333
131.3,0.716382,0.349454,0.661328,0.249437,0.178599,0.0623193,0.164228,0.0573895,0.230051,0.152031,0.0530276
131.4,0.716351,0.349449,0.6613,0.249423,0.178581,0.0623123,0.164212,0.0573832,0.230039,0.152017,0.0530219
131.5,0.71632,0.349445,0.661273,0.249409,0.178563,0.0623053,0.164196,0.0573769,0.230026,0.152002,0.0530162
131.6,0.716289,0.349441,0.661245,0.249395,0.178545,0.0622983,0.16418,0.0573706,0.230014,0.151988,0.0530105
131.7,0.716258,0.349436,0.661218,0.249381,0.178528,0.0622913,0.164164,0.0573643,0.230002,0.151973,0.0530048
131.8,0.716227,0.349432,0.661191,0.249367,0.17851,0.0622843,0.164148,0.057358,0.229989,0.151959,0.0529991
131.9,0.716196,0.349428,0.661163,0.249353,0.178492,0.0622773,0.164132,0.0573517,0.229977,0.151945,0.0529935
132,0.716165,0.349424,0.661136,0.249339,0.178474,0.0622703,0.164116,0.0573454,0.229965,0.15193,0.0529878
132.1,0.716134,0.349419,0.661108,0.249325,0.178456,0.0622633,0.1641,0.0573391,0.229952,0.151916,0.0529821
132.2,0.716103,0.349415,0.661081,0.249311,0.178439,0.0622563,0.164084,0.0573328,0.22994,0.151901,0.0529764
132.3,0.716072,0.349411,0.661054,0.249297,0.178421,0.0622493,0.164068,0.0573265,0.229928,0.151887,0.0529707
132.4,0.716041,0.349406,0.661026,0.249283,0.178403,0.0622423,0.164052,0.0573202,0.229915,0.151872,0.052965
132.5,0.71601,0.349402,0.660999,0.249269,0.178385,0.0622353,0.164036,0.0573139,0.229903,0.151858,0.0529594
132.6,0.715979,0.349398,0.660972,0.249255,0.178368,0.0622284,0.16402,0.0573076,0.229891,0.151843,0.0529537
132.7,0.715948,0.349393,0.660944,0.249241,0.17835,0.0622214,0.164004,0.0573014,0.229878,0.151829,0.052948
132.8,0.715917,0.349389,0.660917,0.249227,0.178332,0.0622144,0.163988,0.0572951,0.229866,0.151815,0.0529423
132.9,0.715886,0.349385,0.660889,0.249212,0.178314,0.0622074,0.163972,0.0572888,0.229854,0.1518,0.0529366
133,0.715855,0.34938,0.660862,0.249198,0.178297,0.0622004,0.163957,0.0572825,0.229841,0.151786,0.0529309
133.1,0.715825,0.349376,0.660835,0.249184,0.178279,0.0621934,0.163941,0.0572762,0.229829,0.151771,0.0529253
133.2,0.715794,0.349372,0.660807,0.24917,0.178261,0.0621865,0.163925,0.0572699,0.229817,0.151757,0.0529196
133.3,0.715763,0.349368,0.66078,0.249156,0.178243,0.0621795,0.163909,0.0572636,0.229804,0.151743,0.0529139
133.4,0.715732,0.349363,0.660753,0.249142,0.178225,0.0621725,0.163893,0.0572573,0.229792,0.151728,0.0529082
133.5,0.715701,0.349359,0.660725,0.249128,0.178208,0.0621655,0.163877,0.057251,0.22978,0.151714,0.0529026
133.6,0.71567,0.349355,0.660698,0.249114,0.17819,0.0621585,0.163861,0.0572447,0.229767,0.151699,0.0528969
133.7,0.715639,0.34935,0.660671,0.2491,0.178172,0.0621516,0.163845,0.0572384,0.229755,0.151685,0.0528912
133.8,0.715608,0.349346,0.660644,0.249086,0.178154,0.0621446,0.163829,0.0572322,0.229743,0.15167,0.0528855
133.9,0.715577,0.349342,0.660616,0.249072,0.178137,0.0621376,0.163813,0.0572259,0.22973,0.151656,0.0528799
134,0.715546,0.349337,0.660589,0.249058,0.178119,0.0621306,0.163797,0.0572196,0.229718,0.151642,0.0528742
134.1,0.715515,0.349333,0.660562,0.249044,0.178101,0.0621237,0.163781,0.0572133,0.229706,0.151627,0.0528685
134.2,0.715484,0.349329,0.660534,0.24903,0.178084,0.0621167,0.163765,0.057207,0.229693,0.151613,0.0528628
134.3,0.715453,0.349325,0.660507,0.249016,0.178066,0.0621097,0.163749,0.0572007,0.229681,0.151598,0.0528572
134.4,0.715422,0.34932,0.66048,0.249002,0.178048,0.0621028,0.163733,0.0571945,0.229669,0.151584,0.0528515
134.5,0.715392,0.349316,0.660452,0.248988,0.17803,0.0620958,0.163717,0.0571882,0.229656,0.15157,0.0528458
134.6,0.715361,0.349312,0.660425,0.248974,0.178013,0.0620888,0.163701,0.0571819,0.229644,0.151555,0.0528401
134.7,0.71533,0.349307,0.660398,0.24896,0.177995,0.0620819,0.163685,0.0571756,0.229632,0.151541,0.0528345
134.8,0.715299,0.349303,0.660371,0.248946,0.177977,0.0620749,0.163669,0.0571693,0.229619,0.151526,0.0528288
134.9,0.715268,0.349299,0.660343,0.248932,0.177959,0.0620679,0.163653,0.057163,0.229607,0.151512,0.0528231
135,0.715237,0.349294,0.660316,0.248918,0.177942,0.062061,0.163637,0.0571568,0.229595,0.151498,0.0528175
135.1,0.715206,0.34929,0.660289,0.248904,0.177924,0.062054,0.163621,0.0571505,0.229582,0.151483,0.0528118
135.2,0.715175,0.349286,0.660262,0.24889,0.177906,0.062047,0.163605,0.0571442,0.22957,0.151469,0.0528061
135.3,0.715144,0.349282,0.660234,0.248876,0.177889,0.0620401,0.163589,0.0571379,0.229558,0.151455,0.0528005
135.4,0.715113,0.349277,0.660207,0.248862,0.177871,0.0620331,0.163573,0.0571317,0.229546,0.15144,0.0527948
135.5,0.715082,0.349273,0.66018,0.248848,0.177853,0.0620262,0.163557,0.0571254,0.229533,0.151426,0.0527891
135.6,0.715052,0.349269,0.660153,0.248834,0.177835,0.0620192,0.163542,0.0571191,0.229521,0.151411,0.0527835
135.7,0.715021,0.349264,0.660125,0.24882,0.177818,0.0620122,0.163526,0.0571128,0.229509,0.151397,0.0527778
135.8,0.71499,0.34926,0.660098,0.248806,0.1778,0.0620053,0.16351,0.0571066,0.229496,0.151383,0.0527721
135.9,0.714959,0.349256,0.660071,0.248792,0.177782,0.0619983,0.163494,0.0571003,0.229484,0.151368,0.0527665
136,0.714928,0.349251,0.660044,0.248778,0.177765,0.0619914,0.163478,0.057094,0.229472,0.151354,0.0527608
136.1,0.714897,0.349247,0.660016,0.248764,0.177747,0.0619844,0.163462,0.0570877,0.229459,0.15134,0.0527552
136.2,0.714866,0.349243,0.659989,0.24875,0.177729,0.0619775,0.163446,0.0570815,0.229447,0.151325,0.0527495
136.3,0.714835,0.349239,0.659962,0.248736,0.177712,0.0619705,0.16343,0.0570752,0.229435,0.151311,0.0527438
136.4,0.714804,0.349234,0.659935,0.248722,0.177694,0.0619636,0.163414,0.0570689,0.229422,0.151296,0.0527382
136.5,0.714774,0.34923,0.659907,0.248709,0.177676,0.0619566,0.163398,0.0570627,0.22941,0.151282,0.0527325
136.6,0.714743,0.349226,0.65988,0.248695,0.177659,0.0619497,0.163382,0.0570564,0.229398,0.151268,0.0527269
136.7,0.714712,0.349221,0.659853,0.248681,0.177641,0.0619427,0.163366,0.0570501,0.229385,0.151253,0.0527212
136.8,0.714681,0.349217,0.659826,0.248667,0.177623,0.0619358,0.16335,0.0570439,0.229373,0.151239,0.0527155
136.9,0.71465,0.349213,0.659799,0.248653,0.177605,0.0619289,0.163334,0.0570376,0.229361,0.151225,0.0527099
137,0.714619,0.349208,0.659771,0.248639,0.177588,0.0619219,0.163318,0.0570313,0.229348,0.15121,0.0527042
137.1,0.714588,0.349204,0.659744,0.248625,0.17757,0.061915,0.163302,0.0570251,0.229336,0.151196,0.0526986
137.2,0.714557,0.3492,0.659717,0.248611,0.177552,0.061908,0.163287,0.0570188,0.229324,0.151182,0.0526929
137.3,0.714527,0.349196,0.65969,0.248597,0.177535,0.0619011,0.163271,0.0570125,0.229311,0.151167,0.0526873
137.4,0.714496,0.349191,0.659663,0.248583,0.177517,0.0618942,0.163255,0.0570063,0.229299,0.151153,0.0526816
137.5,0.714465,0.349187,0.659636,0.248569,0.177499,0.0618872,0.163239,0.057,0.229287,0.151138,0.052676
137.6,0.714434,0.349183,0.659608,0.248555,0.177482,0.0618803,0.163223,0.0569938,0.229275,0.151124,0.0526703
137.7,0.714403,0.349178,0.659581,0.248541,0.177464,0.0618733,0.163207,0.0569875,0.229262,0.15111,0.0526647
137.8,0.714372,0.349174,0.659554,0.248527,0.177447,0.0618664,0.163191,0.0569812,0.22925,0.151095,0.052659
137.9,0.714341,0.34917,0.659527,0.248513,0.177429,0.0618595,0.163175,0.056975,0.229238,0.151081,0.0526533
138,0.71431,0.349166,0.6595,0.248499,0.177411,0.0618525,0.163159,0.0569687,0.229225,0.151067,0.0526477
138.1,0.71428,0.349161,0.659472,0.248485,0.177394,0.0618456,0.163143,0.0569625,0.229213,0.151052,0.052642
138.2,0.714249,0.349157,0.659445,0.248471,0.177376,0.0618387,0.163127,0.0569562,0.229201,0.151038,0.0526364
138.3,0.714218,0.349153,0.659418,0.248457,0.177358,0.0618318,0.163111,0.05695,0.229188,0.151024,0.0526307
138.4,0.714187,0.349148,0.659391,0.248443,0.177341,0.0618248,0.163096,0.0569437,0.229176,0.151009,0.0526251
138.5,0.714156,0.349144,0.659364,0.248429,0.177323,0.0618179,0.16308,0.0569374,0.229164,0.150995,0.0526195
138.6,0.714125,0.34914,0.659337,0.248415,0.177305,0.061811,0.163064,0.0569312,0.229151,0.150981,0.0526138
138.7,0.714095,0.349135,0.65931,0.248401,0.177288,0.061804,0.163048,0.0569249,0.229139,0.150966,0.0526082
138.8,0.714064,0.349131,0.659282,0.248387,0.17727,0.0617971,0.163032,0.0569187,0.229127,0.150952,0.0526025
138.9,0.714033,0.349127,0.659255,0.248373,0.177252,0.0617902,0.163016,0.0569124,0.229115,0.150938,0.0525969
139,0.714002,0.349123,0.659228,0.248359,0.177235,0.0617833,0.163,0.0569062,0.229102,0.150923,0.0525912
139.1,0.713971,0.349118,0.659201,0.248346,0.177217,0.0617764,0.162984,0.0568999,0.22909,0.150909,0.0525856
139.2,0.71394,0.349114,0.659174,0.248332,0.1772,0.0617694,0.162968,0.0568937,0.229078,0.150895,0.0525799
139.3,0.71391,0.34911,0.659147,0.248318,0.177182,0.0617625,0.162952,0.0568874,0.229065,0.15088,0.0525743
139.4,0.713879,0.349105,0.65912,0.248304,0.177164,0.0617556,0.162937,0.0568812,0.229053,0.150866,0.0525687
139.5,0.713848,0.349101,0.659093,0.24829,0.177147,0.0617487,0.162921,0.0568749,0.229041,0.150852,0.052563
139.6,0.713817,0.349097,0.659065,0.248276,0.177129,0.0617418,0.162905,0.0568687,0.229028,0.150837,0.0525574
139.7,0.713786,0.349093,0.659038,0.248262,0.177111,0.0617348,0.162889,0.0568624,0.229016,0.150823,0.0525517
139.8,0.713755,0.349088,0.659011,0.248248,0.177094,0.0617279,0.162873,0.0568562,0.229004,0.150809,0.0525461
139.9,0.713725,0.349084,0.658984,0.248234,0.177076,0.061721,0.162857,0.0568499,0.228991,0.150795,0.0525405
140,0.713694,0.34908,0.658957,0.24822,0.177059,0.0617141,0.162841,0.0568437,0.228979,0.15078,0.0525348
140.1,0.713663,0.349075,0.65893,0.248206,0.177041,0.0617072,0.162825,0.0568375,0.228967,0.150766,0.0525292
140.2,0.713632,0.349071,0.658903,0.248192,0.177023,0.0617003,0.16281,0.0568312,0.228955,0.150752,0.0525235
140.3,0.713601,0.349067,0.658876,0.248178,0.177006,0.0616934,0.162794,0.056825,0.228942,0.150737,0.0525179
140.4,0.713571,0.349062,0.658849,0.248164,0.176988,0.0616865,0.162778,0.0568187,0.22893,0.150723,0.0525123
140.5,0.71354,0.349058,0.658822,0.24815,0.176971,0.0616795,0.162762,0.0568125,0.228918,0.150709,0.0525066
140.6,0.713509,0.349054,0.658794,0.248137,0.176953,0.0616726,0.162746,0.0568063,0.228905,0.150694,0.052501
140.7,0.713478,0.34905,0.658767,0.248123,0.176935,0.0616657,0.16273,0.0568,0.228893,0.15068,0.0524954
140.8,0.713447,0.349045,0.65874,0.248109,0.176918,0.0616588,0.162714,0.0567938,0.228881,0.150666,0.0524897
140.9,0.713416,0.349041,0.658713,0.248095,0.1769,0.0616519,0.162698,0.0567875,0.228869,0.150652,0.0524841
141,0.713386,0.349037,0.658686,0.248081,0.176883,0.061645,0.162683,0.0567813,0.228856,0.150637,0.0524785
141.1,0.713355,0.349032,0.658659,0.248067,0.176865,0.0616381,0.162667,0.0567751,0.228844,0.150623,0.0524728
141.2,0.713324,0.349028,0.658632,0.248053,0.176848,0.0616312,0.162651,0.0567688,0.228832,0.150609,0.0524672
141.3,0.713293,0.349024,0.658605,0.248039,0.17683,0.0616243,0.162635,0.0567626,0.228819,0.150594,0.0524616
141.4,0.713263,0.34902,0.658578,0.248025,0.176812,0.0616174,0.162619,0.0567564,0.228807,0.15058,0.0524559
141.5,0.713232,0.349015,0.658551,0.248011,0.176795,0.0616105,0.162603,0.0567501,0.228795,0.150566,0.0524503
141.6,0.713201,0.349011,0.658524,0.247997,0.176777,0.0616036,0.162587,0.0567439,0.228782,0.150552,0.0524447
141.7,0.71317,0.349007,0.658497,0.247983,0.17676,0.0615967,0.162571,0.0567377,0.22877,0.150537,0.0524391
141.8,0.713139,0.349002,0.65847,0.247969,0.176742,0.0615898,0.162556,0.0567314,0.228758,0.150523,0.0524334
141.9,0.713109,0.348998,0.658443,0.247956,0.176725,0.0615829,0.16254,0.0567252,0.228746,0.150509,0.0524278
142,0.713078,0.348994,0.658416,0.247942,0.176707,0.061576,0.162524,0.056719,0.228733,0.150494,0.0524222
142.1,0.713047,0.34899,0.658388,0.247928,0.176689,0.0615691,0.162508,0.0567127,0.228721,0.15048,0.0524166
142.2,0.713016,0.348985,0.658361,0.247914,0.176672,0.0615622,0.162492,0.0567065,0.228709,0.150466,0.0524109
142.3,0.712985,0.348981,0.658334,0.2479,0.176654,0.0615554,0.162476,0.0567003,0.228696,0.150452,0.0524053
142.4,0.712955,0.348977,0.658307,0.247886,0.176637,0.0615485,0.162461,0.056694,0.228684,0.150437,0.0523997
142.5,0.712924,0.348972,0.65828,0.247872,0.176619,0.0615416,0.162445,0.0566878,0.228672,0.150423,0.0523941
142.6,0.712893,0.348968,0.658253,0.247858,0.176602,0.0615347,0.162429,0.0566816,0.22866,0.150409,0.0523884
142.7,0.712862,0.348964,0.658226,0.247844,0.176584,0.0615278,0.162413,0.0566754,0.228647,0.150394,0.0523828
142.8,0.712832,0.348959,0.658199,0.24783,0.176567,0.0615209,0.162397,0.0566691,0.228635,0.15038,0.0523772
142.9,0.712801,0.348955,0.658172,0.247816,0.176549,0.061514,0.162381,0.0566629,0.228623,0.150366,0.0523716
143,0.71277,0.348951,0.658145,0.247803,0.176531,0.0615071,0.162365,0.0566567,0.22861,0.150352,0.052366
143.1,0.712739,0.348947,0.658118,0.247789,0.176514,0.0615003,0.16235,0.0566505,0.228598,0.150337,0.0523603
143.2,0.712709,0.348942,0.658091,0.247775,0.176496,0.0614934,0.162334,0.0566443,0.228586,0.150323,0.0523547
143.3,0.712678,0.348938,0.658064,0.247761,0.176479,0.0614865,0.162318,0.056638,0.228574,0.150309,0.0523491
143.4,0.712647,0.348934,0.658037,0.247747,0.176461,0.0614796,0.162302,0.0566318,0.228561,0.150295,0.0523435
143.5,0.712616,0.348929,0.65801,0.247733,0.176444,0.0614727,0.162286,0.0566256,0.228549,0.15028,0.0523379
143.6,0.712586,0.348925,0.657983,0.247719,0.176426,0.0614658,0.16227,0.0566194,0.228537,0.150266,0.0523322
143.7,0.712555,0.348921,0.657956,0.247705,0.176409,0.061459,0.162255,0.0566132,0.228524,0.150252,0.0523266
143.8,0.712524,0.348917,0.657929,0.247691,0.176391,0.0614521,0.162239,0.0566069,0.228512,0.150238,0.052321
143.9,0.712493,0.348912,0.657902,0.247678,0.176374,0.0614452,0.162223,0.0566007,0.2285,0.150223,0.0523154
144,0.712463,0.348908,0.657875,0.247664,0.176356,0.0614383,0.162207,0.0565945,0.228488,0.150209,0.0523098
144.1,0.712432,0.348904,0.657848,0.24765,0.176339,0.0614315,0.162191,0.0565883,0.228475,0.150195,0.0523042
144.2,0.712401,0.348899,0.657821,0.247636,0.176321,0.0614246,0.162176,0.0565821,0.228463,0.150181,0.0522986
144.3,0.71237,0.348895,0.657794,0.247622,0.176304,0.0614177,0.16216,0.0565759,0.228451,0.150166,0.052293
144.4,0.71234,0.348891,0.657767,0.247608,0.176286,0.0614108,0.162144,0.0565697,0.228438,0.150152,0.0522873
144.5,0.712309,0.348887,0.65774,0.247594,0.176269,0.061404,0.162128,0.0565634,0.228426,0.150138,0.0522817
144.6,0.712278,0.348882,0.657713,0.24758,0.176251,0.0613971,0.162112,0.0565572,0.228414,0.150124,0.0522761
144.7,0.712248,0.348878,0.657686,0.247566,0.176234,0.0613902,0.162096,0.056551,0.228402,0.150109,0.0522705
144.8,0.712217,0.348874,0.657659,0.247553,0.176216,0.0613834,0.162081,0.0565448,0.228389,0.150095,0.0522649
144.9,0.712186,0.348869,0.657632,0.247539,0.176199,0.0613765,0.162065,0.0565386,0.228377,0.150081,0.0522593
145,0.712155,0.348865,0.657605,0.247525,0.176181,0.0613696,0.162049,0.0565324,0.228365,0.150067,0.0522537
145.1,0.712125,0.348861,0.657578,0.247511,0.176164,0.0613628,0.162033,0.0565262,0.228353,0.150053,0.0522481
145.2,0.712094,0.348856,0.657551,0.247497,0.176146,0.0613559,0.162017,0.05652,0.22834,0.150038,0.0522425
145.3,0.712063,0.348852,0.657525,0.247483,0.176129,0.061349,0.162002,0.0565138,0.228328,0.150024,0.0522369
145.4,0.712033,0.348848,0.657498,0.247469,0.176111,0.0613422,0.161986,0.0565076,0.228316,0.15001,0.0522313
145.5,0.712002,0.348844,0.657471,0.247455,0.176094,0.0613353,0.16197,0.0565014,0.228303,0.149996,0.0522257
145.6,0.711971,0.348839,0.657444,0.247442,0.176076,0.0613284,0.161954,0.0564951,0.228291,0.149981,0.0522201
145.7,0.71194,0.348835,0.657417,0.247428,0.176059,0.0613216,0.161938,0.0564889,0.228279,0.149967,0.0522145
145.8,0.71191,0.348831,0.65739,0.247414,0.176041,0.0613147,0.161923,0.0564827,0.228267,0.149953,0.0522089
145.9,0.711879,0.348826,0.657363,0.2474,0.176024,0.0613079,0.161907,0.0564765,0.228254,0.149939,0.0522033
146,0.711848,0.348822,0.657336,0.247386,0.176006,0.061301,0.161891,0.0564703,0.228242,0.149925,0.0521977
146.1,0.711818,0.348818,0.657309,0.247372,0.175989,0.0612941,0.161875,0.0564641,0.22823,0.14991,0.0521921
146.2,0.711787,0.348814,0.657282,0.247358,0.175971,0.0612873,0.16186,0.0564579,0.228218,0.149896,0.0521865
146.3,0.711756,0.348809,0.657255,0.247344,0.175954,0.0612804,0.161844,0.0564517,0.228205,0.149882,0.0521809
146.4,0.711726,0.348805,0.657228,0.247331,0.175936,0.0612736,0.161828,0.0564455,0.228193,0.149868,0.0521753
146.5,0.711695,0.348801,0.657201,0.247317,0.175919,0.0612667,0.161812,0.0564393,0.228181,0.149854,0.0521697
146.6,0.711664,0.348796,0.657174,0.247303,0.175901,0.0612599,0.161796,0.0564331,0.228169,0.149839,0.0521641
146.7,0.711633,0.348792,0.657147,0.247289,0.175884,0.061253,0.161781,0.0564269,0.228156,0.149825,0.0521585
146.8,0.711603,0.348788,0.65712,0.247275,0.175866,0.0612462,0.161765,0.0564207,0.228144,0.149811,0.0521529
146.9,0.711572,0.348784,0.657094,0.247261,0.175849,0.0612393,0.161749,0.0564146,0.228132,0.149797,0.0521473
147,0.711541,0.348779,0.657067,0.247247,0.175832,0.0612325,0.161733,0.0564084,0.22812,0.149783,0.0521417
147.1,0.711511,0.348775,0.65704,0.247234,0.175814,0.0612256,0.161718,0.0564022,0.228107,0.149768,0.0521361
147.2,0.71148,0.348771,0.657013,0.24722,0.175797,0.0612188,0.161702,0.056396,0.228095,0.149754,0.0521305
147.3,0.711449,0.348766,0.656986,0.247206,0.175779,0.0612119,0.161686,0.0563898,0.228083,0.14974,0.0521249
147.4,0.711419,0.348762,0.656959,0.247192,0.175762,0.0612051,0.16167,0.0563836,0.228071,0.149726,0.0521193
