Temps,A,B
213.6,0.5,0.5
213.7,0.5,0.5
213.8,0.5,0.5
213.9,0.5,0.5
214,0.5,0.5
214.1,0.5,0.5
214.2,0.5,0.5
214.3,0.5,0.5
214.4,0.5,0.5
214.5,0.5,0.5
214.6,0.5,0.5
214.7,0.5,0.5
214.8,0.5,0.5
214.9,0.5,0.5
215,0.5,0.5
215.1,0.5,0.5
215.2,0.5,0.5
215.3,0.5,0.5
215.4,0.5,0.5
215.5,0.5,0.5
215.6,0.5,0.5
215.7,0.5,0.5
215.8,0.5,0.5
215.9,0.5,0.5
216,0.5,0.5
216.1,0.5,0.5
216.2,0.5,0.5
216.3,0.5,0.5
216.4,0.5,0.5
216.5,0.5,0.5
216.6,0.5,0.5
216.7,0.5,0.5
216.8,0.5,0.5
216.9,0.5,0.5
217,0.5,0.5
217.1,0.5,0.5
217.2,0.5,0.5
217.3,0.5,0.5
217.4,0.5,0.5
217.5,0.5,0.5
217.6,0.5,0.5
217.7,0.5,0.5
217.8,0.5,0.5
217.9,0.5,0.5
218,0.5,0.5
218.1,0.5,0.5
218.2,0.5,0.5
218.3,0.5,0.5
218.4,0.5,0.5
218.5,0.5,0.5
218.6,0.5,0.5
218.7,0.5,0.5
218.8,0.5,0.5
218.9,0.5,0.5
219,0.5,0.5
219.1,0.5,0.5
219.2,0.5,0.5
219.3,0.5,0.5
219.4,0.5,0.5
219.5,0.5,0.5
219.6,0.5,0.5
219.7,0.5,0.5
219.8,0.5,0.5
219.9,0.5,0.5
220,0.5,0.5
220.1,0.5,0.5
220.2,0.5,0.5
220.3,0.5,0.5
220.4,0.5,0.5
220.5,0.5,0.5
220.6,0.5,0.5
220.7,0.5,0.5
220.8,0.5,0.5
220.9,0.5,0.5
221,0.5,0.5
221.1,0.5,0.5
221.2,0.5,0.5
221.3,0.5,0.5
221.4,0.5,0.5
221.5,0.5,0.5
221.6,0.5,0.5
221.7,0.5,0.5
221.8,0.5,0.5
221.9,0.5,0.5
222,0.5,0.5
222.1,0.5,0.5
222.2,0.5,0.5
222.3,0.5,0.5
222.4,0.5,0.5
222.5,0.5,0.5
222.6,0.5,0.5
222.7,0.5,0.5
222.8,0.5,0.5
222.9,0.5,0.5
223,0.5,0.5
223.1,0.5,0.5
223.2,0.5,0.5
223.3,0.5,0.5
223.4,0.5,0.5
223.5,0.5,0.5
223.6,0.5,0.5
223.7,0.5,0.5
223.8,0.5,0.5
223.9,0.5,0.5
224,0.5,0.5
224.1,0.5,0.5
224.2,0.5,0.5
224.3,0.5,0.5
224.4,0.5,0.5
224.5,0.5,0.5
224.6,0.5,0.5
224.7,0.5,0.5
224.8,0.5,0.5
224.9,0.5,0.5
225,0.5,0.5
225.1,0.5,0.5
225.2,0.5,0.5
225.3,0.5,0.5
225.4,0.5,0.5
225.5,0.5,0.5
225.6,0.5,0.5
225.7,0.5,0.5
225.8,0.5,0.5
225.9,0.5,0.5
226,0.5,0.5
226.1,0.5,0.5
226.2,0.5,0.5
226.3,0.5,0.5
226.4,0.5,0.5
226.5,0.5,0.5
226.6,0.5,0.5
226.7,0.5,0.5
226.8,0.5,0.5
226.9,0.5,0.5
227,0.5,0.5
227.1,0.5,0.5
227.2,0.5,0.5
227.3,0.5,0.5
227.4,0.5,0.5
227.5,0.5,0.5
227.6,0.5,0.5
227.7,0.5,0.5
227.8,0.5,0.5
227.9,0.5,0.5
228,0.5,0.5
228.1,0.5,0.5
228.2,0.5,0.5
228.3,0.5,0.5
228.4,0.5,0.5
228.5,0.5,0.5
228.6,0.5,0.5
228.7,0.5,0.5
228.8,0.5,0.5
228.9,0.5,0.5
229,0.5,0.5
229.1,0.5,0.5
229.2,0.5,0.5
229.3,0.5,0.5
229.4,0.5,0.5
229.5,0.5,0.5
229.6,0.5,0.5
229.7,0.5,0.5
229.8,0.5,0.5
229.9,0.5,0.5
230,0.5,0.5
230.1,0.5,0.5
230.2,0.5,0.5
230.3,0.5,0.5
230.4,0.5,0.5
230.5,0.5,0.5
230.6,0.5,0.5
230.7,0.5,0.5
230.8,0.5,0.5
230.9,0.5,0.5
231,0.5,0.5
231.1,0.5,0.5
231.2,0.5,0.5
231.3,0.5,0.5
231.4,0.5,0.5
231.5,0.5,0.5
231.6,0.5,0.5
231.7,0.5,0.5
231.8,0.5,0.5
231.9,0.5,0.5
232,0.5,0.5
232.1,0.5,0.5
232.2,0.5,0.5
232.3,0.5,0.5
232.4,0.5,0.5
232.5,0.5,0.5
232.6,0.5,0.5
232.7,0.5,0.5
232.8,0.5,0.5
232.9,0.5,0.5
233,0.5,0.5
233.1,0.5,0.5
233.2,0.5,0.5
233.3,0.5,0.5
233.4,0.5,0.5
233.5,0.5,0.5
233.6,0.5,0.5
233.7,0.5,0.5
233.8,0.5,0.5
233.9,0.5,0.5
234,0.5,0.5
234.1,0.5,0.5
234.2,0.5,0.5
234.3,0.5,0.5
234.4,0.5,0.5
234.5,0.5,0.5
234.6,0.5,0.5
234.7,0.5,0.5
234.8,0.5,0.5
234.9,0.5,0.5
235,0.5,0.5
235.1,0.5,0.5
235.2,0.5,0.5
235.3,0.5,0.5
235.4,0.5,0.5
235.5,0.5,0.5
235.6,0.5,0.5
235.7,0.5,0.5
235.8,0.5,0.5
235.9,0.5,0.5
236,0.5,0.5
236.1,0.5,0.5
236.2,0.5,0.5
236.3,0.5,0.5
236.4,0.5,0.5
236.5,0.5,0.5
236.6,0.5,0.5
236.7,0.5,0.5
236.8,0.5,0.5
236.9,0.5,0.5
237,0.5,0.5
237.1,0.5,0.5
237.2,0.5,0.5
237.3,0.5,0.5
237.4,0.5,0.5
237.5,0.5,0.5
237.6,0.5,0.5
237.7,0.5,0.5
237.8,0.5,0.5
237.9,0.5,0.5
238,0.5,0.5
238.1,0.5,0.5
238.2,0.5,0.5
238.3,0.5,0.5
238.4,0.5,0.5
238.5,0.5,0.5
238.6,0.5,0.5
238.7,0.5,0.5
238.8,0.5,0.5
238.9,0.5,0.5
239,0.5,0.5
239.1,0.5,0.5
239.2,0.5,0.5
239.3,0.5,0.5
239.4,0.5,0.5
239.5,0.5,0.5
239.6,0.5,0.5
239.7,0.5,0.5
239.8,0.5,0.5
239.9,0.5,0.5
240,0.5,0.5
240.1,0.5,0.5
240.2,0.5,0.5
240.3,0.5,0.5
240.4,0.5,0.5
240.5,0.5,0.5
240.6,0.5,0.5
240.7,0.5,0.5
240.8,0.5,0.5
240.9,0.5,0.5
241,0.5,0.5
241.1,0.5,0.5
241.2,0.5,0.5
241.3,0.5,0.5
241.4,0.5,0.5
241.5,0.5,0.5
241.6,0.5,0.5
241.7,0.5,0.5
241.8,0.5,0.5
241.9,0.5,0.5
242,0.5,0.5
242.1,0.5,0.5
242.2,0.5,0.5
242.3,0.5,0.5
242.4,0.5,0.5
242.5,0.5,0.5
242.6,0.5,0.5
242.7,0.5,0.5
242.8,0.5,0.5
242.9,0.5,0.5
243,0.5,0.5
243.1,0.5,0.5
243.2,0.5,0.5
243.3,0.5,0.5
243.4,0.5,0.5
243.5,0.5,0.5
243.6,0.5,0.5
243.7,0.5,0.5
243.8,0.5,0.5
243.9,0.5,0.5
244,0.5,0.5
244.1,0.5,0.5
244.2,0.5,0.5
244.3,0.5,0.5
244.4,0.5,0.5
244.5,0.5,0.5
244.6,0.5,0.5
244.7,0.5,0.5
244.8,0.5,0.5
244.9,0.5,0.5
245,0.5,0.5
245.1,0.5,0.5
245.2,0.5,0.5
245.3,0.5,0.5
245.4,0.5,0.5
245.5,0.5,0.5
245.6,0.5,0.5
245.7,0.5,0.5
245.8,0.5,0.5
245.9,0.5,0.5
246,0.5,0.5
246.1,0.5,0.5
246.2,0.5,0.5
246.3,0.5,0.5
246.4,0.5,0.5
246.5,0.5,0.5
246.6,0.5,0.5
246.7,0.5,0.5
246.8,0.5,0.5
246.9,0.5,0.5
247,0.5,0.5
247.1,0.5,0.5
247.2,0.5,0.5
247.3,0.5,0.5
247.4,0.5,0.5
247.5,0.5,0.5
247.6,0.5,0.5
247.7,0.5,0.5
247.8,0.5,0.5
247.9,0.5,0.5
248,0.5,0.5
248.1,0.5,0.5
248.2,0.5,0.5
248.3,0.5,0.5
248.4,0.5,0.5
248.5,0.5,0.5
248.6,0.5,0.5
248.7,0.5,0.5
248.8,0.5,0.5
248.9,0.5,0.5
249,0.5,0.5
249.1,0.5,0.5
249.2,0.5,0.5
249.3,0.5,0.5
249.4,0.5,0.5
249.5,0.5,0.5
249.6,0.5,0.5
249.7,0.5,0.5
249.8,0.5,0.5
249.9,0.5,0.5
250,0.5,0.5
250.1,0.5,0.5
250.2,0.5,0.5
250.3,0.5,0.5
250.4,0.5,0.5
250.5,0.5,0.5
250.6,0.5,0.5
250.7,0.5,0.5
250.8,0.5,0.5
250.9,0.5,0.5
251,0.5,0.5
251.1,0.5,0.5
251.2,0.5,0.5
251.3,0.5,0.5
251.4,0.5,0.5
251.5,0.5,0.5
251.6,0.5,0.5
251.7,0.5,0.5
251.8,0.5,0.5
251.9,0.5,0.5
252,0.5,0.5
252.1,0.5,0.5
252.2,0.5,0.5
252.3,0.5,0.5
252.4,0.5,0.5
252.5,0.5,0.5
252.6,0.5,0.5
252.7,0.5,0.5
252.8,0.5,0.5
252.9,0.5,0.5
253,0.5,0.5
253.1,0.5,0.5
253.2,0.5,0.5
253.3,0.5,0.5
253.4,0.5,0.5
253.5,0.5,0.5
253.6,0.5,0.5
253.7,0.5,0.5
253.8,0.5,0.5
253.9,0.5,0.5
254,0.5,0.5
254.1,0.5,0.5
254.2,0.5,0.5
254.3,0.5,0.5
254.4,0.5,0.5
254.5,0.5,0.5
254.6,0.5,0.5
254.7,0.5,0.5
254.8,0.5,0.5
254.9,0.5,0.5
255,0.5,0.5
255.1,0.5,0.5
255.2,0.5,0.5
255.3,0.5,0.5
255.4,0.5,0.5
255.5,0.5,0.5
255.6,0.5,0.5
255.7,0.5,0.5
255.8,0.5,0.5
255.9,0.5,0.5
256,0.5,0.5
256.1,0.5,0.5
256.2,0.5,0.5
256.3,0.5,0.5
256.4,0.5,0.5
256.5,0.5,0.5
256.6,0.5,0.5
256.7,0.5,0.5
256.8,0.5,0.5
256.9,0.5,0.5
257,0.5,0.5
257.1,0.5,0.5
257.2,0.5,0.5
257.3,0.5,0.5
257.4,0.5,0.5
257.5,0.5,0.5
257.6,0.5,0.5
257.7,0.5,0.5
257.8,0.5,0.5
257.9,0.5,0.5
258,0.5,0.5
258.1,0.5,0.5
258.2,0.5,0.5
258.3,0.5,0.5
258.4,0.5,0.5
258.5,0.5,0.5
258.6,0.5,0.5
258.7,0.5,0.5
258.8,0.5,0.5
258.9,0.5,0.5
259,0.5,0.5
259.1,0.5,0.5
259.2,0.5,0.5
259.3,0.5,0.5
259.4,0.5,0.5
259.5,0.5,0.5
259.6,0.5,0.5
259.7,0.5,0.5
259.8,0.5,0.5
259.9,0.5,0.5
260,0.5,0.5
260.1,0.5,0.5
260.2,0.5,0.5
260.3,0.5,0.5
260.4,0.5,0.5
260.5,0.5,0.5
260.6,0.5,0.5
260.7,0.5,0.5
260.8,0.5,0.5
260.9,0.5,0.5
261,0.5,0.5
261.1,0.5,0.5
261.2,0.5,0.5
261.3,0.5,0.5
261.4,0.5,0.5
261.5,0.5,0.5
261.6,0.5,0.5
261.7,0.5,0.5
261.8,0.5,0.5
261.9,0.5,0.5
262,0.5,0.5
262.1,0.5,0.5
262.2,0.5,0.5
262.3,0.5,0.5
262.4,0.5,0.5
262.5,0.5,0.5
262.6,0.5,0.5
262.7,0.5,0.5
262.8,0.5,0.5
262.9,0.5,0.5
263,0.5,0.5
263.1,0.5,0.5
263.2,0.5,0.5
263.3,0.5,0.5
263.4,0.5,0.5
263.5,0.5,0.5
263.6,0.5,0.5
263.7,0.5,0.5
263.8,0.5,0.5
263.9,0.5,0.5
264,0.5,0.5
264.1,0.5,0.5
264.2,0.5,0.5
264.3,0.5,0.5
264.4,0.5,0.5
264.5,0.5,0.5
264.6,0.5,0.5
264.7,0.5,0.5
264.8,0.5,0.5
264.9,0.5,0.5
265,0.5,0.5
265.1,0.5,0.5
265.2,0.5,0.5
265.3,0.5,0.5
265.4,0.5,0.5
265.5,0.5,0.5
265.6,0.5,0.5
265.7,0.5,0.5
265.8,0.5,0.5
265.9,0.5,0.5
266,0.5,0.5
266.1,0.5,0.5
266.2,0.5,0.5
266.3,0.5,0.5
266.4,0.5,0.5
266.5,0.5,0.5
266.6,0.5,0.5
266.7,0.5,0.5
266.8,0.5,0.5
266.9,0.5,0.5
267,0.5,0.5
267.1,0.5,0.5
267.2,0.5,0.5
267.3,0.5,0.5
267.4,0.5,0.5
267.5,0.5,0.5
267.6,0.5,0.5
267.7,0.5,0.5
267.8,0.5,0.5
267.9,0.5,0.5
268,0.5,0.5
268.1,0.5,0.5
268.2,0.5,0.5
268.3,0.5,0.5
268.4,0.5,0.5
268.5,0.5,0.5
268.6,0.5,0.5
268.7,0.5,0.5
268.8,0.5,0.5
268.9,0.5,0.5
269,0.5,0.5
269.1,0.5,0.5
269.2,0.5,0.5
269.3,0.5,0.5
269.4,0.5,0.5
269.5,0.5,0.5
269.6,0.5,0.5
269.7,0.5,0.5
269.8,0.5,0.5
269.9,0.5,0.5
270,0.5,0.5
270.1,0.5,0.5
270.2,0.5,0.5
270.3,0.5,0.5
270.4,0.5,0.5
270.5,0.5,0.5
270.6,0.5,0.5
270.7,0.5,0.5
270.8,0.5,0.5
270.9,0.5,0.5
271,0.5,0.5
271.1,0.5,0.5
271.2,0.5,0.5
271.3,0.5,0.5
271.4,0.5,0.5
271.5,0.5,0.5
271.6,0.5,0.5
271.7,0.5,0.5
271.8,0.5,0.5
271.9,0.5,0.5
272,0.5,0.5
272.1,0.5,0.5
272.2,0.5,0.5
272.3,0.5,0.5
272.4,0.5,0.5
272.5,0.5,0.5
272.6,0.5,0.5
272.7,0.5,0.5
272.8,0.5,0.5
272.9,0.5,0.5
273,0.5,0.5
273.1,0.5,0.5
273.2,0.5,0.5
273.3,0.5,0.5
273.4,0.5,0.5
273.5,0.5,0.5
273.6,0.5,0.5
273.7,0.5,0.5
273.8,0.5,0.5
273.9,0.5,0.5
274,0.5,0.5
274.1,0.5,0.5
274.2,0.5,0.5
274.3,0.5,0.5
274.4,0.5,0.5
274.5,0.5,0.5
274.6,0.5,0.5
274.7,0.5,0.5
274.8,0.5,0.5
274.9,0.5,0.5
275,0.5,0.5
275.1,0.5,0.5
275.2,0.5,0.5
275.3,0.5,0.5
275.4,0.5,0.5
275.5,0.5,0.5
275.6,0.5,0.5
275.7,0.5,0.5
275.8,0.5,0.5
275.9,0.5,0.5
276,0.5,0.5
276.1,0.5,0.5
276.2,0.5,0.5
276.3,0.5,0.5
276.4,0.5,0.5
276.5,0.5,0.5
276.6,0.5,0.5
276.7,0.5,0.5
276.8,0.5,0.5
276.9,0.5,0.5
277,0.5,0.5
277.1,0.5,0.5
277.2,0.5,0.5
277.3,0.5,0.5
277.4,0.5,0.5
277.5,0.5,0.5
277.6,0.5,0.5
277.7,0.5,0.5
277.8,0.5,0.5
277.9,0.5,0.5
278,0.5,0.5
278.1,0.5,0.5
278.2,0.5,0.5
278.3,0.5,0.5
278.4,0.5,0.5
278.5,0.5,0.5
278.6,0.5,0.5
278.7,0.5,0.5
278.8,0.5,0.5
278.9,0.5,0.5
279,0.5,0.5
279.1,0.5,0.5
279.2,0.5,0.5
279.3,0.5,0.5
279.4,0.5,0.5
279.5,0.5,0.5
279.6,0.5,0.5
279.7,0.5,0.5
279.8,0.5,0.5
279.9,0.5,0.5
280,0.5,0.5
280.1,0.5,0.5
280.2,0.5,0.5
280.3,0.5,0.5
280.4,0.5,0.5
280.5,0.5,0.5
280.6,0.5,0.5
280.7,0.5,0.5
280.8,0.5,0.5
280.9,0.5,0.5
281,0.5,0.5
281.1,0.5,0.5
281.2,0.5,0.5
281.3,0.5,0.5
281.4,0.5,0.5
281.5,0.5,0.5
281.6,0.5,0.5
281.7,0.5,0.5
281.8,0.5,0.5
281.9,0.5,0.5
282,0.5,0.5
282.1,0.5,0.5
282.2,0.5,0.5
282.3,0.5,0.5
282.4,0.5,0.5
282.5,0.5,0.5
282.6,0.5,0.5
282.7,0.5,0.5
282.8,0.5,0.5
282.9,0.5,0.5
283,0.5,0.5
283.1,0.5,0.5
283.2,0.5,0.5
283.3,0.5,0.5
283.4,0.5,0.5
283.5,0.5,0.5
283.6,0.5,0.5
283.7,0.5,0.5
283.8,0.5,0.5
283.9,0.5,0.5
284,0.5,0.5
284.1,0.5,0.5
284.2,0.5,0.5
284.3,0.5,0.5
284.4,0.5,0.5
284.5,0.5,0.5
284.6,0.5,0.5
284.7,0.5,0.5
284.8,0.5,0.5
284.9,0.5,0.5
285,0.5,0.5
285.1,0.5,0.5
285.2,0.5,0.5
285.3,0.5,0.5
285.4,0.5,0.5
285.5,0.5,0.5
285.6,0.5,0.5
285.7,0.5,0.5
285.8,0.5,0.5
285.9,0.5,0.5
286,0.5,0.5
286.1,0.5,0.5
286.2,0.5,0.5
286.3,0.5,0.5
286.4,0.5,0.5
286.5,0.5,0.5
286.6,0.5,0.5
286.7,0.5,0.5
286.8,0.5,0.5
286.9,0.5,0.5
287,0.5,0.5
287.1,0.5,0.5
287.2,0.5,0.5
287.3,0.5,0.5
287.4,0.5,0.5
287.5,0.5,0.5
287.6,0.5,0.5
287.7,0.5,0.5
287.8,0.5,0.5
287.9,0.5,0.5
288,0.5,0.5
288.1,0.5,0.5
288.2,0.5,0.5
288.3,0.5,0.5
288.4,0.5,0.5
288.5,0.5,0.5
288.6,0.5,0.5
288.7,0.5,0.5
288.8,0.5,0.5
288.9,0.5,0.5
289,0.5,0.5
289.1,0.5,0.5
289.2,0.5,0.5
289.3,0.5,0.5
289.4,0.5,0.5
289.5,0.5,0.5
289.6,0.5,0.5
289.7,0.5,0.5
289.8,0.5,0.5
289.9,0.5,0.5
290,0.5,0.5
290.1,0.5,0.5
290.2,0.5,0.5
290.3,0.5,0.5
290.4,0.5,0.5
290.5,0.5,0.5
290.6,0.5,0.5
290.7,0.5,0.5
290.8,0.5,0.5
290.9,0.5,0.5
291,0.5,0.5
291.1,0.5,0.5
291.2,0.5,0.5
291.3,0.5,0.5
291.4,0.5,0.5
291.5,0.5,0.5
291.6,0.5,0.5
291.7,0.5,0.5
291.8,0.5,0.5
291.9,0.5,0.5
292,0.5,0.5
292.1,0.5,0.5
292.2,0.5,0.5
292.3,0.5,0.5
292.4,0.5,0.5
292.5,0.5,0.5
292.6,0.5,0.5
292.7,0.5,0.5
292.8,0.5,0.5
292.9,0.5,0.5
293,0.5,0.5
293.1,0.5,0.5
293.2,0.5,0.5
293.3,0.5,0.5
293.4,0.5,0.5
293.5,0.5,0.5
293.6,0.5,0.5
293.7,0.5,0.5
293.8,0.5,0.5
293.9,0.5,0.5
294,0.5,0.5
294.1,0.5,0.5
294.2,0.5,0.5
294.3,0.5,0.5
294.4,0.5,0.5
294.5,0.5,0.5
294.6,0.5,0.5
294.7,0.5,0.5
294.8,0.5,0.5
294.9,0.5,0.5
295,0.5,0.5
295.1,0.5,0.5
295.2,0.5,0.5
295.3,0.5,0.5
295.4,0.5,0.5
295.5,0.5,0.5
295.6,0.5,0.5
295.7,0.5,0.5
295.8,0.5,0.5
295.9,0.5,0.5
296,0.5,0.5
296.1,0.5,0.5
296.2,0.5,0.5
296.3,0.5,0.5
296.4,0.5,0.5
296.5,0.5,0.5
296.6,0.5,0.5
296.7,0.5,0.5
296.8,0.5,0.5
296.9,0.5,0.5
297,0.5,0.5
297.1,0.5,0.5
297.2,0.5,0.5
297.3,0.5,0.5
297.4,0.5,0.5
297.5,0.5,0.5
297.6,0.5,0.5
297.7,0.5,0.5
297.8,0.5,0.5
297.9,0.5,0.5
298,0.5,0.5
298.1,0.5,0.5
298.2,0.5,0.5
298.3,0.5,0.5
298.4,0.5,0.5
298.5,0.5,0.5
298.6,0.5,0.5
298.7,0.5,0.5
298.8,0.5,0.5
298.9,0.5,0.5
299,0.5,0.5
299.1,0.5,0.5
299.2,0.5,0.5
299.3,0.5,0.5
299.4,0.5,0.5
299.5,0.5,0.5
299.6,0.5,0.5
299.7,0.5,0.5
299.8,0.5,0.5
299.9,0.5,0.5
300,0.5,0.5
300.1,0.5,0.5
300.2,0.5,0.5
300.3,0.5,0.5
300.4,0.5,0.5
300.5,0.5,0.5
300.6,0.5,0.5
300.7,0.5,0.5
300.8,0.5,0.5
300.9,0.5,0.5
301,0.5,0.5
301.1,0.5,0.5
301.2,0.5,0.5
301.3,0.5,0.5
301.4,0.5,0.5
301.5,0.5,0.5
301.6,0.5,0.5
301.7,0.5,0.5
301.8,0.5,0.5
301.9,0.5,0.5
302,0.5,0.5
302.1,0.5,0.5
302.2,0.5,0.5
302.3,0.5,0.5
302.4,0.5,0.5
302.5,0.5,0.5
302.6,0.5,0.5
302.7,0.5,0.5
302.8,0.5,0.5
302.9,0.5,0.5
303,0.5,0.5
303.1,0.5,0.5
303.2,0.5,0.5
303.3,0.5,0.5
303.4,0.5,0.5
303.5,0.5,0.5
303.6,0.5,0.5
303.7,0.5,0.5
303.8,0.5,0.5
303.9,0.5,0.5
304,0.5,0.5
304.1,0.5,0.5
304.2,0.5,0.5
304.3,0.5,0.5
304.4,0.5,0.5
304.5,0.5,0.5
304.6,0.5,0.5
304.7,0.5,0.5
304.8,0.5,0.5
304.9,0.5,0.5
305,0.5,0.5
305.1,0.5,0.5
305.2,0.5,0.5
305.3,0.5,0.5
305.4,0.5,0.5
305.5,0.5,0.5
305.6,0.5,0.5
305.7,0.5,0.5
305.8,0.5,0.5
305.9,0.5,0.5
306,0.5,0.5
306.1,0.5,0.5
306.2,0.5,0.5
306.3,0.5,0.5
306.4,0.5,0.5
306.5,0.5,0.5
306.6,0.5,0.5
306.7,0.5,0.5
306.8,0.5,0.5
306.9,0.5,0.5
307,0.5,0.5
307.1,0.5,0.5
307.2,0.5,0.5
307.3,0.5,0.5
307.4,0.5,0.5
307.5,0.5,0.5
307.6,0.5,0.5
307.7,0.5,0.5
307.8,0.5,0.5
307.9,0.5,0.5
308,0.5,0.5
308.1,0.5,0.5
308.2,0.5,0.5
308.3,0.5,0.5
308.4,0.5,0.5
308.5,0.5,0.5
308.6,0.5,0.5
308.7,0.5,0.5
308.8,0.5,0.5
308.9,0.5,0.5
309,0.5,0.5
309.1,0.5,0.5
309.2,0.5,0.5
309.3,0.5,0.5
309.4,0.5,0.5
309.5,0.5,0.5
309.6,0.5,0.5
309.7,0.5,0.5
309.8,0.5,0.5
309.9,0.5,0.5
310,0.5,0.5
310.1,0.5,0.5
310.2,0.5,0.5
310.3,0.5,0.5
310.4,0.5,0.5
310.5,0.5,0.5
310.6,0.5,0.5
310.7,0.5,0.5
310.8,0.5,0.5
310.9,0.5,0.5
311,0.5,0.5
311.1,0.5,0.5
311.2,0.5,0.5
311.3,0.5,0.5
311.4,0.5,0.5
311.5,0.5,0.5
311.6,0.5,0.5
311.7,0.5,0.5
311.8,0.5,0.5
311.9,0.5,0.5
312,0.5,0.5
312.1,0.5,0.5
312.2,0.5,0.5
312.3,0.5,0.5
312.4,0.5,0.5
312.5,0.5,0.5
312.6,0.5,0.5
312.7,0.5,0.5
312.8,0.5,0.5
312.9,0.5,0.5
313,0.5,0.5
313.1,0.5,0.5
313.2,0.5,0.5
313.3,0.5,0.5
313.4,0.5,0.5
313.5,0.5,0.5
313.6,0.5,0.5
313.7,0.5,0.5
313.8,0.5,0.5
313.9,0.5,0.5
314,0.5,0.5
314.1,0.5,0.5
314.2,0.5,0.5
314.3,0.5,0.5
314.4,0.5,0.5
314.5,0.5,0.5
314.6,0.5,0.5
314.7,0.5,0.5
314.8,0.5,0.5
314.9,0.5,0.5
315,0.5,0.5
315.1,0.5,0.5
315.2,0.5,0.5
315.3,0.5,0.5
315.4,0.5,0.5
315.5,0.5,0.5
315.6,0.5,0.5
315.7,0.5,0.5
315.8,0.5,0.5
315.9,0.5,0.5
316,0.5,0.5
316.1,0.5,0.5
316.2,0.5,0.5
316.3,0.5,0.5
316.4,0.5,0.5
316.5,0.5,0.5
316.6,0.5,0.5
316.7,0.5,0.5
316.8,0.5,0.5
316.9,0.5,0.5
317,0.5,0.5
317.1,0.5,0.5
317.2,0.5,0.5
317.3,0.5,0.5
317.4,0.5,0.5
317.5,0.5,0.5
317.6,0.5,0.5
317.7,0.5,0.5
317.8,0.5,0.5
317.9,0.5,0.5
318,0.5,0.5
318.1,0.5,0.5
318.2,0.5,0.5
318.3,0.5,0.5
318.4,0.5,0.5
318.5,0.5,0.5
318.6,0.5,0.5
318.7,0.5,0.5
318.8,0.5,0.5
318.9,0.5,0.5
319,0.5,0.5
319.1,0.5,0.5
319.2,0.5,0.5
319.3,0.5,0.5
319.4,0.5,0.5
319.5,0.5,0.5
319.6,0.5,0.5
319.7,0.5,0.5
319.8,0.5,0.5
319.9,0.5,0.5
320,0.5,0.5
320.1,0.5,0.5
320.2,0.5,0.5
320.3,0.5,0.5
320.4,0.5,0.5
320.5,0.5,0.5
320.6,0.5,0.5
320.7,0.5,0.5
320.8,0.5,0.5
320.9,0.5,0.5
321,0.5,0.5
321.1,0.5,0.5
321.2,0.5,0.5
321.3,0.5,0.5
321.4,0.5,0.5
321.5,0.5,0.5
321.6,0.5,0.5
321.7,0.5,0.5
321.8,0.5,0.5
321.9,0.5,0.5
322,0.5,0.5
322.1,0.5,0.5
322.2,0.5,0.5
322.3,0.5,0.5
322.4,0.5,0.5
322.5,0.5,0.5
322.6,0.5,0.5
322.7,0.5,0.5
322.8,0.5,0.5
322.9,0.5,0.5
323,0.5,0.5
323.1,0.5,0.5
323.2,0.5,0.5
323.3,0.5,0.5
323.4,0.5,0.5
323.5,0.5,0.5
323.6,0.5,0.5
323.7,0.5,0.5
323.8,0.5,0.5
323.9,0.5,0.5
324,0.5,0.5
324.1,0.5,0.5
324.2,0.5,0.5
324.3,0.5,0.5
324.4,0.5,0.5
324.5,0.5,0.5
324.6,0.5,0.5
324.7,0.5,0.5
324.8,0.5,0.5
324.9,0.5,0.5
325,0.5,0.5
325.1,0.5,0.5
325.2,0.5,0.5
325.3,0.5,0.5
325.4,0.5,0.5
325.5,0.5,0.5
325.6,0.5,0.5
325.7,0.5,0.5
325.8,0.5,0.5
325.9,0.5,0.5
326,0.5,0.5
326.1,0.5,0.5
326.2,0.5,0.5
326.3,0.5,0.5
326.4,0.5,0.5
326.5,0.5,0.5
326.6,0.5,0.5
326.7,0.5,0.5
326.8,0.5,0.5
326.9,0.5,0.5
327,0.5,0.5
327.1,0.5,0.5
327.2,0.5,0.5
327.3,0.5,0.5
327.4,0.5,0.5
327.5,0.5,0.5
327.6,0.5,0.5
327.7,0.5,0.5
327.8,0.5,0.5
327.9,0.5,0.5
328,0.5,0.5
328.1,0.5,0.5
328.2,0.5,0.5
328.3,0.5,0.5
328.4,0.5,0.5
328.5,0.5,0.5
328.6,0.5,0.5
328.7,0.5,0.5
328.8,0.5,0.5
328.9,0.5,0.5
329,0.5,0.5
329.1,0.5,0.5
329.2,0.5,0.5
329.3,0.5,0.5
329.4,0.5,0.5
329.5,0.5,0.5
329.6,0.5,0.5
329.7,0.5,0.5
329.8,0.5,0.5
329.9,0.5,0.5
330,0.5,0.5
330.1,0.5,0.5
330.2,0.5,0.5
330.3,0.5,0.5
330.4,0.5,0.5
330.5,0.5,0.5
330.6,0.5,0.5
330.7,0.5,0.5
330.8,0.5,0.5
330.9,0.5,0.5
331,0.5,0.5
331.1,0.5,0.5
331.2,0.5,0.5
331.3,0.5,0.5
331.4,0.5,0.5
331.5,0.5,0.5
331.6,0.5,0.5
331.7,0.5,0.5
331.8,0.5,0.5
331.9,0.5,0.5
332,0.5,0.5
