Temps,A,B
569.1,0.5,0.5
569.2,0.5,0.5
569.3,0.5,0.5
569.4,0.5,0.5
569.5,0.5,0.5
569.6,0.5,0.5
569.7,0.5,0.5
569.8,0.5,0.5
569.9,0.5,0.5
570,0.5,0.5
570.1,0.5,0.5
570.2,0.5,0.5
570.3,0.5,0.5
570.4,0.5,0.5
570.5,0.5,0.5
570.6,0.5,0.5
570.7,0.5,0.5
570.8,0.5,0.5
570.9,0.5,0.5
571,0.5,0.5
571.1,0.5,0.5
571.2,0.5,0.5
571.3,0.5,0.5
571.4,0.5,0.5
571.5,0.5,0.5
571.6,0.5,0.5
571.7,0.5,0.5
571.8,0.5,0.5
571.9,0.5,0.5
572,0.5,0.5
572.1,0.5,0.5
572.2,0.5,0.5
572.3,0.5,0.5
572.4,0.5,0.5
572.5,0.5,0.5
572.6,0.5,0.5
572.7,0.5,0.5
572.8,0.5,0.5
572.9,0.5,0.5
573,0.5,0.5
573.1,0.5,0.5
573.2,0.5,0.5
573.3,0.5,0.5
573.4,0.5,0.5
573.5,0.5,0.5
573.6,0.5,0.5
573.7,0.5,0.5
573.8,0.5,0.5
573.9,0.5,0.5
574,0.5,0.5
574.1,0.5,0.5
574.2,0.5,0.5
574.3,0.5,0.5
574.4,0.5,0.5
574.5,0.5,0.5
574.6,0.5,0.5
574.7,0.5,0.5
574.8,0.5,0.5
574.9,0.5,0.5
575,0.5,0.5
575.1,0.5,0.5
575.2,0.5,0.5
575.3,0.5,0.5
575.4,0.5,0.5
575.5,0.5,0.5
575.6,0.5,0.5
575.7,0.5,0.5
575.8,0.5,0.5
575.9,0.5,0.5
576,0.5,0.5
576.1,0.5,0.5
576.2,0.5,0.5
576.3,0.5,0.5
576.4,0.5,0.5
576.5,0.5,0.5
576.6,0.5,0.5
576.7,0.5,0.5
576.8,0.5,0.5
576.9,0.5,0.5
577,0.5,0.5
577.1,0.5,0.5
577.2,0.5,0.5
577.3,0.5,0.5
577.4,0.5,0.5
577.5,0.5,0.5
577.6,0.5,0.5
577.7,0.5,0.5
577.8,0.5,0.5
577.9,0.5,0.5
578,0.5,0.5
578.1,0.5,0.5
578.2,0.5,0.5
578.3,0.5,0.5
578.4,0.5,0.5
578.5,0.5,0.5
578.6,0.5,0.5
578.7,0.5,0.5
578.8,0.5,0.5
578.9,0.5,0.5
579,0.5,0.5
579.1,0.5,0.5
579.2,0.5,0.5
579.3,0.5,0.5
579.4,0.5,0.5
579.5,0.5,0.5
579.6,0.5,0.5
579.7,0.5,0.5
579.8,0.5,0.5
579.9,0.5,0.5
580,0.5,0.5
580.1,0.5,0.5
580.2,0.5,0.5
580.3,0.5,0.5
580.4,0.5,0.5
580.5,0.5,0.5
580.6,0.5,0.5
580.7,0.5,0.5
580.8,0.5,0.5
580.9,0.5,0.5
581,0.5,0.5
581.1,0.5,0.5
581.2,0.5,0.5
581.3,0.5,0.5
581.4,0.5,0.5
581.5,0.5,0.5
581.6,0.5,0.5
581.7,0.5,0.5
581.8,0.5,0.5
581.9,0.5,0.5
582,0.5,0.5
582.1,0.5,0.5
582.2,0.5,0.5
582.3,0.5,0.5
582.4,0.5,0.5
582.5,0.5,0.5
582.6,0.5,0.5
582.7,0.5,0.5
582.8,0.5,0.5
582.9,0.5,0.5
583,0.5,0.5
583.1,0.5,0.5
583.2,0.5,0.5
583.3,0.5,0.5
583.4,0.5,0.5
583.5,0.5,0.5
583.6,0.5,0.5
583.7,0.5,0.5
583.8,0.5,0.5
583.9,0.5,0.5
584,0.5,0.5
584.1,0.5,0.5
584.2,0.5,0.5
584.3,0.5,0.5
584.4,0.5,0.5
584.5,0.5,0.5
584.6,0.5,0.5
584.7,0.5,0.5
584.8,0.5,0.5
584.9,0.5,0.5
585,0.5,0.5
585.1,0.5,0.5
585.2,0.5,0.5
585.3,0.5,0.5
585.4,0.5,0.5
585.5,0.5,0.5
585.6,0.5,0.5
585.7,0.5,0.5
585.8,0.5,0.5
585.9,0.5,0.5
586,0.5,0.5
586.1,0.5,0.5
586.2,0.5,0.5
586.3,0.5,0.5
586.4,0.5,0.5
586.5,0.5,0.5
586.6,0.5,0.5
586.7,0.5,0.5
586.8,0.5,0.5
586.9,0.5,0.5
587,0.5,0.5
587.1,0.5,0.5
587.2,0.5,0.5
587.3,0.5,0.5
587.4,0.5,0.5
587.5,0.5,0.5
587.6,0.5,0.5
587.7,0.5,0.5
587.8,0.5,0.5
587.9,0.5,0.5
588,0.5,0.5
588.1,0.5,0.5
588.2,0.5,0.5
588.3,0.5,0.5
588.4,0.5,0.5
588.5,0.5,0.5
588.6,0.5,0.5
588.7,0.5,0.5
588.8,0.5,0.5
588.9,0.5,0.5
589,0.5,0.5
589.1,0.5,0.5
589.2,0.5,0.5
589.3,0.5,0.5
589.4,0.5,0.5
589.5,0.5,0.5
589.6,0.5,0.5
589.7,0.5,0.5
589.8,0.5,0.5
589.9,0.5,0.5
590,0.5,0.5
590.1,0.5,0.5
590.2,0.5,0.5
590.3,0.5,0.5
590.4,0.5,0.5
590.5,0.5,0.5
590.6,0.5,0.5
590.7,0.5,0.5
590.8,0.5,0.5
590.9,0.5,0.5
591,0.5,0.5
591.1,0.5,0.5
591.2,0.5,0.5
591.3,0.5,0.5
591.4,0.5,0.5
591.5,0.5,0.5
591.6,0.5,0.5
591.7,0.5,0.5
591.8,0.5,0.5
591.9,0.5,0.5
592,0.5,0.5
592.1,0.5,0.5
592.2,0.5,0.5
592.3,0.5,0.5
592.4,0.5,0.5
592.5,0.5,0.5
592.6,0.5,0.5
592.7,0.5,0.5
592.8,0.5,0.5
592.9,0.5,0.5
593,0.5,0.5
593.1,0.5,0.5
593.2,0.5,0.5
593.3,0.5,0.5
593.4,0.5,0.5
593.5,0.5,0.5
593.6,0.5,0.5
593.7,0.5,0.5
593.8,0.5,0.5
593.9,0.5,0.5
594,0.5,0.5
594.1,0.5,0.5
594.2,0.5,0.5
594.3,0.5,0.5
594.4,0.5,0.5
594.5,0.5,0.5
594.6,0.5,0.5
594.7,0.5,0.5
594.8,0.5,0.5
594.9,0.5,0.5
595,0.5,0.5
595.1,0.5,0.5
595.2,0.5,0.5
595.3,0.5,0.5
595.4,0.5,0.5
595.5,0.5,0.5
595.6,0.5,0.5
595.7,0.5,0.5
595.8,0.5,0.5
595.9,0.5,0.5
596,0.5,0.5
596.1,0.5,0.5
596.2,0.5,0.5
596.3,0.5,0.5
596.4,0.5,0.5
596.5,0.5,0.5
596.6,0.5,0.5
596.7,0.5,0.5
596.8,0.5,0.5
596.9,0.5,0.5
597,0.5,0.5
597.1,0.5,0.5
597.2,0.5,0.5
597.3,0.5,0.5
597.4,0.5,0.5
597.5,0.5,0.5
597.6,0.5,0.5
597.7,0.5,0.5
597.8,0.5,0.5
597.9,0.5,0.5
598,0.5,0.5
598.1,0.5,0.5
598.2,0.5,0.5
598.3,0.5,0.5
598.4,0.5,0.5
598.5,0.5,0.5
598.6,0.5,0.5
598.7,0.5,0.5
598.8,0.5,0.5
598.9,0.5,0.5
599,0.5,0.5
599.1,0.5,0.5
599.2,0.5,0.5
599.3,0.5,0.5
599.4,0.5,0.5
599.5,0.5,0.5
599.6,0.5,0.5
599.7,0.5,0.5
599.8,0.5,0.5
599.9,0.5,0.5
600,0.5,0.5
600.1,0.5,0.5
600.2,0.5,0.5
600.3,0.5,0.5
600.4,0.5,0.5
600.5,0.5,0.5
600.6,0.5,0.5
600.7,0.5,0.5
600.8,0.5,0.5
600.9,0.5,0.5
601,0.5,0.5
601.1,0.5,0.5
601.2,0.5,0.5
601.3,0.5,0.5
601.4,0.5,0.5
601.5,0.5,0.5
601.6,0.5,0.5
601.7,0.5,0.5
601.8,0.5,0.5
601.9,0.5,0.5
602,0.5,0.5
602.1,0.5,0.5
602.2,0.5,0.5
602.3,0.5,0.5
602.4,0.5,0.5
602.5,0.5,0.5
602.6,0.5,0.5
602.7,0.5,0.5
602.8,0.5,0.5
602.9,0.5,0.5
603,0.5,0.5
603.1,0.5,0.5
603.2,0.5,0.5
603.3,0.5,0.5
603.4,0.5,0.5
603.5,0.5,0.5
603.6,0.5,0.5
603.7,0.5,0.5
603.8,0.5,0.5
603.9,0.5,0.5
604,0.5,0.5
604.1,0.5,0.5
604.2,0.5,0.5
604.3,0.5,0.5
604.4,0.5,0.5
604.5,0.5,0.5
604.6,0.5,0.5
604.7,0.5,0.5
604.8,0.5,0.5
604.9,0.5,0.5
605,0.5,0.5
605.1,0.5,0.5
605.2,0.5,0.5
605.3,0.5,0.5
605.4,0.5,0.5
605.5,0.5,0.5
605.6,0.5,0.5
605.7,0.5,0.5
605.8,0.5,0.5
605.9,0.5,0.5
606,0.5,0.5
606.1,0.5,0.5
606.2,0.5,0.5
606.3,0.5,0.5
606.4,0.5,0.5
606.5,0.5,0.5
606.6,0.5,0.5
606.7,0.5,0.5
606.8,0.5,0.5
606.9,0.5,0.5
607,0.5,0.5
607.1,0.5,0.5
607.2,0.5,0.5
607.3,0.5,0.5
607.4,0.5,0.5
607.5,0.5,0.5
607.6,0.5,0.5
607.7,0.5,0.5
607.8,0.5,0.5
607.9,0.5,0.5
608,0.5,0.5
608.1,0.5,0.5
608.2,0.5,0.5
608.3,0.5,0.5
608.4,0.5,0.5
608.5,0.5,0.5
608.6,0.5,0.5
608.7,0.5,0.5
608.8,0.5,0.5
608.9,0.5,0.5
609,0.5,0.5
609.1,0.5,0.5
609.2,0.5,0.5
609.3,0.5,0.5
609.4,0.5,0.5
609.5,0.5,0.5
609.6,0.5,0.5
609.7,0.5,0.5
609.8,0.5,0.5
609.9,0.5,0.5
610,0.5,0.5
610.1,0.5,0.5
610.2,0.5,0.5
610.3,0.5,0.5
610.4,0.5,0.5
610.5,0.5,0.5
610.6,0.5,0.5
610.7,0.5,0.5
610.8,0.5,0.5
610.9,0.5,0.5
611,0.5,0.5
611.1,0.5,0.5
611.2,0.5,0.5
611.3,0.5,0.5
611.4,0.5,0.5
611.5,0.5,0.5
611.6,0.5,0.5
611.7,0.5,0.5
611.8,0.5,0.5
611.9,0.5,0.5
612,0.5,0.5
612.1,0.5,0.5
612.2,0.5,0.5
612.3,0.5,0.5
612.4,0.5,0.5
612.5,0.5,0.5
612.6,0.5,0.5
612.7,0.5,0.5
612.8,0.5,0.5
612.9,0.5,0.5
613,0.5,0.5
613.1,0.5,0.5
613.2,0.5,0.5
613.3,0.5,0.5
613.4,0.5,0.5
613.5,0.5,0.5
613.6,0.5,0.5
613.7,0.5,0.5
613.8,0.5,0.5
613.9,0.5,0.5
614,0.5,0.5
614.1,0.5,0.5
614.2,0.5,0.5
614.3,0.5,0.5
614.4,0.5,0.5
614.5,0.5,0.5
614.6,0.5,0.5
614.7,0.5,0.5
614.8,0.5,0.5
614.9,0.5,0.5
615,0.5,0.5
615.1,0.5,0.5
615.2,0.5,0.5
615.3,0.5,0.5
615.4,0.5,0.5
615.5,0.5,0.5
615.6,0.5,0.5
615.7,0.5,0.5
615.8,0.5,0.5
615.9,0.5,0.5
616,0.5,0.5
616.1,0.5,0.5
616.2,0.5,0.5
616.3,0.5,0.5
616.4,0.5,0.5
616.5,0.5,0.5
616.6,0.5,0.5
616.7,0.5,0.5
616.8,0.5,0.5
616.9,0.5,0.5
617,0.5,0.5
617.1,0.5,0.5
617.2,0.5,0.5
617.3,0.5,0.5
617.4,0.5,0.5
617.5,0.5,0.5
617.6,0.5,0.5
617.7,0.5,0.5
617.8,0.5,0.5
617.9,0.5,0.5
618,0.5,0.5
618.1,0.5,0.5
618.2,0.5,0.5
618.3,0.5,0.5
618.4,0.5,0.5
618.5,0.5,0.5
618.6,0.5,0.5
618.7,0.5,0.5
618.8,0.5,0.5
618.9,0.5,0.5
619,0.5,0.5
619.1,0.5,0.5
619.2,0.5,0.5
619.3,0.5,0.5
619.4,0.5,0.5
619.5,0.5,0.5
619.6,0.5,0.5
619.7,0.5,0.5
619.8,0.5,0.5
619.9,0.5,0.5
620,0.5,0.5
620.1,0.5,0.5
620.2,0.5,0.5
620.3,0.5,0.5
620.4,0.5,0.5
620.5,0.5,0.5
620.6,0.5,0.5
620.7,0.5,0.5
620.8,0.5,0.5
620.9,0.5,0.5
621,0.5,0.5
621.1,0.5,0.5
621.2,0.5,0.5
621.3,0.5,0.5
621.4,0.5,0.5
621.5,0.5,0.5
621.6,0.5,0.5
621.7,0.5,0.5
621.8,0.5,0.5
621.9,0.5,0.5
622,0.5,0.5
622.1,0.5,0.5
622.2,0.5,0.5
622.3,0.5,0.5
622.4,0.5,0.5
622.5,0.5,0.5
622.6,0.5,0.5
622.7,0.5,0.5
622.8,0.5,0.5
622.9,0.5,0.5
623,0.5,0.5
623.1,0.5,0.5
623.2,0.5,0.5
623.3,0.5,0.5
623.4,0.5,0.5
623.5,0.5,0.5
623.6,0.5,0.5
623.7,0.5,0.5
623.8,0.5,0.5
623.9,0.5,0.5
624,0.5,0.5
624.1,0.5,0.5
624.2,0.5,0.5
624.3,0.5,0.5
624.4,0.5,0.5
624.5,0.5,0.5
624.6,0.5,0.5
624.7,0.5,0.5
624.8,0.5,0.5
624.9,0.5,0.5
625,0.5,0.5
625.1,0.5,0.5
625.2,0.5,0.5
625.3,0.5,0.5
625.4,0.5,0.5
625.5,0.5,0.5
625.6,0.5,0.5
625.7,0.5,0.5
625.8,0.5,0.5
625.9,0.5,0.5
626,0.5,0.5
626.1,0.5,0.5
626.2,0.5,0.5
626.3,0.5,0.5
626.4,0.5,0.5
626.5,0.5,0.5
626.6,0.5,0.5
626.7,0.5,0.5
626.8,0.5,0.5
626.9,0.5,0.5
627,0.5,0.5
627.1,0.5,0.5
627.2,0.5,0.5
627.3,0.5,0.5
627.4,0.5,0.5
627.5,0.5,0.5
627.6,0.5,0.5
627.7,0.5,0.5
627.8,0.5,0.5
627.9,0.5,0.5
628,0.5,0.5
628.1,0.5,0.5
628.2,0.5,0.5
628.3,0.5,0.5
628.4,0.5,0.5
628.5,0.5,0.5
628.6,0.5,0.5
628.7,0.5,0.5
628.8,0.5,0.5
628.9,0.5,0.5
629,0.5,0.5
629.1,0.5,0.5
629.2,0.5,0.5
629.3,0.5,0.5
629.4,0.5,0.5
629.5,0.5,0.5
629.6,0.5,0.5
629.7,0.5,0.5
629.8,0.5,0.5
629.9,0.5,0.5
630,0.5,0.5
630.1,0.5,0.5
630.2,0.5,0.5
630.3,0.5,0.5
630.4,0.5,0.5
630.5,0.5,0.5
630.6,0.5,0.5
630.7,0.5,0.5
630.8,0.5,0.5
630.9,0.5,0.5
631,0.5,0.5
631.1,0.5,0.5
631.2,0.5,0.5
631.3,0.5,0.5
631.4,0.5,0.5
631.5,0.5,0.5
631.6,0.5,0.5
631.7,0.5,0.5
631.8,0.5,0.5
631.9,0.5,0.5
632,0.5,0.5
632.1,0.5,0.5
632.2,0.5,0.5
632.3,0.5,0.5
632.4,0.5,0.5
632.5,0.5,0.5
632.6,0.5,0.5
632.7,0.5,0.5
632.8,0.5,0.5
632.9,0.5,0.5
633,0.5,0.5
633.1,0.5,0.5
633.2,0.5,0.5
633.3,0.5,0.5
633.4,0.5,0.5
633.5,0.5,0.5
633.6,0.5,0.5
633.7,0.5,0.5
633.8,0.5,0.5
633.9,0.5,0.5
634,0.5,0.5
634.1,0.5,0.5
634.2,0.5,0.5
634.3,0.5,0.5
634.4,0.5,0.5
634.5,0.5,0.5
634.6,0.5,0.5
634.7,0.5,0.5
634.8,0.5,0.5
634.9,0.5,0.5
635,0.5,0.5
635.1,0.5,0.5
635.2,0.5,0.5
635.3,0.5,0.5
635.4,0.5,0.5
635.5,0.5,0.5
635.6,0.5,0.5
635.7,0.5,0.5
635.8,0.5,0.5
635.9,0.5,0.5
636,0.5,0.5
636.1,0.5,0.5
636.2,0.5,0.5
636.3,0.5,0.5
636.4,0.5,0.5
636.5,0.5,0.5
636.6,0.5,0.5
636.7,0.5,0.5
636.8,0.5,0.5
636.9,0.5,0.5
637,0.5,0.5
637.1,0.5,0.5
637.2,0.5,0.5
637.3,0.5,0.5
637.4,0.5,0.5
637.5,0.5,0.5
637.6,0.5,0.5
637.7,0.5,0.5
637.8,0.5,0.5
637.9,0.5,0.5
638,0.5,0.5
638.1,0.5,0.5
638.2,0.5,0.5
638.3,0.5,0.5
638.4,0.5,0.5
638.5,0.5,0.5
638.6,0.5,0.5
638.7,0.5,0.5
638.8,0.5,0.5
638.9,0.5,0.5
639,0.5,0.5
639.1,0.5,0.5
639.2,0.5,0.5
639.3,0.5,0.5
639.4,0.5,0.5
639.5,0.5,0.5
639.6,0.5,0.5
639.7,0.5,0.5
639.8,0.5,0.5
639.9,0.5,0.5
640,0.5,0.5
640.1,0.5,0.5
640.2,0.5,0.5
640.3,0.5,0.5
640.4,0.5,0.5
640.5,0.5,0.5
640.6,0.5,0.5
640.7,0.5,0.5
640.8,0.5,0.5
640.9,0.5,0.5
641,0.5,0.5
641.1,0.5,0.5
641.2,0.5,0.5
641.3,0.5,0.5
641.4,0.5,0.5
641.5,0.5,0.5
641.6,0.5,0.5
641.7,0.5,0.5
641.8,0.5,0.5
641.9,0.5,0.5
642,0.5,0.5
642.1,0.5,0.5
642.2,0.5,0.5
642.3,0.5,0.5
642.4,0.5,0.5
642.5,0.5,0.5
642.6,0.5,0.5
642.7,0.5,0.5
642.8,0.5,0.5
642.9,0.5,0.5
643,0.5,0.5
643.1,0.5,0.5
643.2,0.5,0.5
643.3,0.5,0.5
643.4,0.5,0.5
643.5,0.5,0.5
643.6,0.5,0.5
643.7,0.5,0.5
643.8,0.5,0.5
643.9,0.5,0.5
644,0.5,0.5
644.1,0.5,0.5
644.2,0.5,0.5
644.3,0.5,0.5
644.4,0.5,0.5
644.5,0.5,0.5
644.6,0.5,0.5
644.7,0.5,0.5
644.8,0.5,0.5
644.9,0.5,0.5
645,0.5,0.5
645.1,0.5,0.5
645.2,0.5,0.5
645.3,0.5,0.5
645.4,0.5,0.5
645.5,0.5,0.5
645.6,0.5,0.5
645.7,0.5,0.5
645.8,0.5,0.5
645.9,0.5,0.5
646,0.5,0.5
646.1,0.5,0.5
646.2,0.5,0.5
646.3,0.5,0.5
646.4,0.5,0.5
646.5,0.5,0.5
646.6,0.5,0.5
646.7,0.5,0.5
646.8,0.5,0.5
646.9,0.5,0.5
647,0.5,0.5
647.1,0.5,0.5
647.2,0.5,0.5
647.3,0.5,0.5
647.4,0.5,0.5
647.5,0.5,0.5
647.6,0.5,0.5
647.7,0.5,0.5
647.8,0.5,0.5
647.9,0.5,0.5
648,0.5,0.5
648.1,0.5,0.5
648.2,0.5,0.5
648.3,0.5,0.5
648.4,0.5,0.5
648.5,0.5,0.5
648.6,0.5,0.5
648.7,0.5,0.5
648.8,0.5,0.5
648.9,0.5,0.5
649,0.5,0.5
649.1,0.5,0.5
649.2,0.5,0.5
649.3,0.5,0.5
649.4,0.5,0.5
649.5,0.5,0.5
649.6,0.5,0.5
649.7,0.5,0.5
649.8,0.5,0.5
649.9,0.5,0.5
650,0.5,0.5
650.1,0.5,0.5
650.2,0.5,0.5
650.3,0.5,0.5
650.4,0.5,0.5
650.5,0.5,0.5
650.6,0.5,0.5
650.7,0.5,0.5
650.8,0.5,0.5
650.9,0.5,0.5
651,0.5,0.5
651.1,0.5,0.5
651.2,0.5,0.5
651.3,0.5,0.5
651.4,0.5,0.5
651.5,0.5,0.5
651.6,0.5,0.5
651.7,0.5,0.5
651.8,0.5,0.5
651.9,0.5,0.5
652,0.5,0.5
652.1,0.5,0.5
652.2,0.5,0.5
652.3,0.5,0.5
652.4,0.5,0.5
652.5,0.5,0.5
652.6,0.5,0.5
652.7,0.5,0.5
652.8,0.5,0.5
652.9,0.5,0.5
653,0.5,0.5
653.1,0.5,0.5
653.2,0.5,0.5
653.3,0.5,0.5
653.4,0.5,0.5
653.5,0.5,0.5
653.6,0.5,0.5
653.7,0.5,0.5
653.8,0.5,0.5
653.9,0.5,0.5
654,0.5,0.5
654.1,0.5,0.5
654.2,0.5,0.5
654.3,0.5,0.5
654.4,0.5,0.5
654.5,0.5,0.5
654.6,0.5,0.5
654.7,0.5,0.5
654.8,0.5,0.5
654.9,0.5,0.5
655,0.5,0.5
655.1,0.5,0.5
655.2,0.5,0.5
655.3,0.5,0.5
655.4,0.5,0.5
655.5,0.5,0.5
655.6,0.5,0.5
655.7,0.5,0.5
655.8,0.5,0.5
655.9,0.5,0.5
656,0.5,0.5
656.1,0.5,0.5
656.2,0.5,0.5
656.3,0.5,0.5
656.4,0.5,0.5
656.5,0.5,0.5
656.6,0.5,0.5
656.7,0.5,0.5
656.8,0.5,0.5
656.9,0.5,0.5
657,0.5,0.5
657.1,0.5,0.5
657.2,0.5,0.5
657.3,0.5,0.5
657.4,0.5,0.5
657.5,0.5,0.5
657.6,0.5,0.5
657.7,0.5,0.5
657.8,0.5,0.5
657.9,0.5,0.5
658,0.5,0.5
658.1,0.5,0.5
658.2,0.5,0.5
658.3,0.5,0.5
658.4,0.5,0.5
658.5,0.5,0.5
658.6,0.5,0.5
658.7,0.5,0.5
658.8,0.5,0.5
658.9,0.5,0.5
659,0.5,0.5
659.1,0.5,0.5
659.2,0.5,0.5
659.3,0.5,0.5
659.4,0.5,0.5
659.5,0.5,0.5
659.6,0.5,0.5
659.7,0.5,0.5
659.8,0.5,0.5
659.9,0.5,0.5
660,0.5,0.5
660.1,0.5,0.5
660.2,0.5,0.5
660.3,0.5,0.5
660.4,0.5,0.5
660.5,0.5,0.5
660.6,0.5,0.5
660.7,0.5,0.5
660.8,0.5,0.5
660.9,0.5,0.5
661,0.5,0.5
661.1,0.5,0.5
661.2,0.5,0.5
661.3,0.5,0.5
661.4,0.5,0.5
661.5,0.5,0.5
661.6,0.5,0.5
661.7,0.5,0.5
661.8,0.5,0.5
661.9,0.5,0.5
662,0.5,0.5
662.1,0.5,0.5
662.2,0.5,0.5
662.3,0.5,0.5
662.4,0.5,0.5
662.5,0.5,0.5
662.6,0.5,0.5
662.7,0.5,0.5
662.8,0.5,0.5
662.9,0.5,0.5
663,0.5,0.5
663.1,0.5,0.5
663.2,0.5,0.5
663.3,0.5,0.5
663.4,0.5,0.5
663.5,0.5,0.5
663.6,0.5,0.5
663.7,0.5,0.5
663.8,0.5,0.5
663.9,0.5,0.5
664,0.5,0.5
664.1,0.5,0.5
664.2,0.5,0.5
664.3,0.5,0.5
664.4,0.5,0.5
664.5,0.5,0.5
664.6,0.5,0.5
664.7,0.5,0.5
664.8,0.5,0.5
664.9,0.5,0.5
665,0.5,0.5
665.1,0.5,0.5
665.2,0.5,0.5
665.3,0.5,0.5
665.4,0.5,0.5
665.5,0.5,0.5
665.6,0.5,0.5
665.7,0.5,0.5
665.8,0.5,0.5
665.9,0.5,0.5
666,0.5,0.5
666.1,0.5,0.5
666.2,0.5,0.5
666.3,0.5,0.5
666.4,0.5,0.5
666.5,0.5,0.5
666.6,0.5,0.5
666.7,0.5,0.5
666.8,0.5,0.5
666.9,0.5,0.5
667,0.5,0.5
667.1,0.5,0.5
667.2,0.5,0.5
667.3,0.5,0.5
667.4,0.5,0.5
667.5,0.5,0.5
667.6,0.5,0.5
667.7,0.5,0.5
667.8,0.5,0.5
667.9,0.5,0.5
668,0.5,0.5
668.1,0.5,0.5
668.2,0.5,0.5
668.3,0.5,0.5
668.4,0.5,0.5
668.5,0.5,0.5
668.6,0.5,0.5
668.7,0.5,0.5
668.8,0.5,0.5
668.9,0.5,0.5
669,0.5,0.5
669.1,0.5,0.5
669.2,0.5,0.5
669.3,0.5,0.5
669.4,0.5,0.5
669.5,0.5,0.5
669.6,0.5,0.5
669.7,0.5,0.5
669.8,0.5,0.5
669.9,0.5,0.5
670,0.5,0.5
670.1,0.5,0.5
670.2,0.5,0.5
670.3,0.5,0.5
670.4,0.5,0.5
670.5,0.5,0.5
670.6,0.5,0.5
670.7,0.5,0.5
670.8,0.5,0.5
670.9,0.5,0.5
671,0.5,0.5
671.1,0.5,0.5
671.2,0.5,0.5
671.3,0.5,0.5
671.4,0.5,0.5
671.5,0.5,0.5
671.6,0.5,0.5
671.7,0.5,0.5
671.8,0.5,0.5
671.9,0.5,0.5
672,0.5,0.5
672.1,0.5,0.5
672.2,0.5,0.5
672.3,0.5,0.5
672.4,0.5,0.5
672.5,0.5,0.5
672.6,0.5,0.5
672.7,0.5,0.5
672.8,0.5,0.5
672.9,0.5,0.5
673,0.5,0.5
673.1,0.5,0.5
673.2,0.5,0.5
673.3,0.5,0.5
673.4,0.5,0.5
673.5,0.5,0.5
673.6,0.5,0.5
673.7,0.5,0.5
673.8,0.5,0.5
673.9,0.5,0.5
674,0.5,0.5
674.1,0.5,0.5
674.2,0.5,0.5
674.3,0.5,0.5
674.4,0.5,0.5
674.5,0.5,0.5
674.6,0.5,0.5
674.7,0.5,0.5
674.8,0.5,0.5
674.9,0.5,0.5
675,0.5,0.5
675.1,0.5,0.5
675.2,0.5,0.5
675.3,0.5,0.5
675.4,0.5,0.5
675.5,0.5,0.5
675.6,0.5,0.5
675.7,0.5,0.5
675.8,0.5,0.5
675.9,0.5,0.5
676,0.5,0.5
676.1,0.5,0.5
676.2,0.5,0.5
676.3,0.5,0.5
676.4,0.5,0.5
676.5,0.5,0.5
676.6,0.5,0.5
676.7,0.5,0.5
676.8,0.5,0.5
676.9,0.5,0.5
677,0.5,0.5
677.1,0.5,0.5
677.2,0.5,0.5
677.3,0.5,0.5
677.4,0.5,0.5
677.5,0.5,0.5
677.6,0.5,0.5
677.7,0.5,0.5
677.8,0.5,0.5
677.9,0.5,0.5
678,0.5,0.5
678.1,0.5,0.5
678.2,0.5,0.5
678.3,0.5,0.5
678.4,0.5,0.5
678.5,0.5,0.5
678.6,0.5,0.5
678.7,0.5,0.5
678.8,0.5,0.5
678.9,0.5,0.5
679,0.5,0.5
679.1,0.5,0.5
679.2,0.5,0.5
679.3,0.5,0.5
679.4,0.5,0.5
679.5,0.5,0.5
679.6,0.5,0.5
679.7,0.5,0.5
679.8,0.5,0.5
679.9,0.5,0.5
680,0.5,0.5
680.1,0.5,0.5
680.2,0.5,0.5
680.3,0.5,0.5
680.4,0.5,0.5
680.5,0.5,0.5
680.6,0.5,0.5
680.7,0.5,0.5
680.8,0.5,0.5
680.9,0.5,0.5
681,0.5,0.5
681.1,0.5,0.5
681.2,0.5,0.5
681.3,0.5,0.5
681.4,0.5,0.5
681.5,0.5,0.5
681.6,0.5,0.5
681.7,0.5,0.5
681.8,0.5,0.5
681.9,0.5,0.5
682,0.5,0.5
682.1,0.5,0.5
682.2,0.5,0.5
682.3,0.5,0.5
682.4,0.5,0.5
682.5,0.5,0.5
682.6,0.5,0.5
682.7,0.5,0.5
682.8,0.5,0.5
682.9,0.5,0.5
683,0.5,0.5
683.1,0.5,0.5
683.2,0.5,0.5
683.3,0.5,0.5
683.4,0.5,0.5
683.5,0.5,0.5
683.6,0.5,0.5
683.7,0.5,0.5
683.8,0.5,0.5
683.9,0.5,0.5
684,0.5,0.5
684.1,0.5,0.5
684.2,0.5,0.5
684.3,0.5,0.5
684.4,0.5,0.5
684.5,0.5,0.5
684.6,0.5,0.5
684.7,0.5,0.5
684.8,0.5,0.5
684.9,0.5,0.5
685,0.5,0.5
685.1,0.5,0.5
685.2,0.5,0.5
685.3,0.5,0.5
685.4,0.5,0.5
685.5,0.5,0.5
685.6,0.5,0.5
685.7,0.5,0.5
685.8,0.5,0.5
685.9,0.5,0.5
686,0.5,0.5
686.1,0.5,0.5
686.2,0.5,0.5
686.3,0.5,0.5
686.4,0.5,0.5
686.5,0.5,0.5
686.6,0.5,0.5
686.7,0.5,0.5
686.8,0.5,0.5
686.9,0.5,0.5
687,0.5,0.5
687.1,0.5,0.5
687.2,0.5,0.5
687.3,0.5,0.5
687.4,0.5,0.5
687.5,0.5,0.5
